provider_id,qr_rating,facility_type,provider_status,license_status,license_type,license_certificate_type,socrata_operating_status,socrata_facilitytypegeneric,socrata_facilitytypeauthoritydesc,licensed_capacity,license_prior_capacity,total_available_slots,ages_served,age_min_months,age_max_months,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun,hours_days_open,hours_weekly_hours,subsidy_participation,food_program_participation,funded_head_start,funded_early_head_start,funded_eceap,formerly_licensed,excluded_from_public_search,tribal_ea_shown,display_on_map,opt_in_map,license_update_approved,initial_license_year,socrata_licensecapacity,socrata_startingage,socrata_endingage,num_complaints,num_inspections,num_licenses,num_contacts,agegroup_infant,agegroup_preschool,agegroup_school_age,agegroup_toddler,complaints_serious_injury_field,langinstr_american_sign_language,langinstr_arabic,langinstr_chinese_mandarin,langinstr_english,langinstr_french,langinstr_somali,langinstr_spanish,langinstr_tagalog,language_american_sign_language,language_amharic,language_arabic,language_chinese_cantonese,language_chinese_mandarin,language_english,language_farsi,language_filipino,language_french,language_hindi,language_japanese,language_korean,language_oromo,language_other,language_pashto,language_persian,language_polish,language_portugese,language_punjabi,language_russian,language_somali,language_spanish,language_swahili,language_tagalog,language_telugu,language_tigrinya,language_ukrainian,language_urdu,language_vietnamese,slotavail_infant,slotavail_preschool,slotavail_school_age,slotavail_slots_available,slotavail_toddler,spec_accreditation,spec_child_outcomes,spec_curriculum_and_staff_supports,spec_family_engagement_and_partnerships,spec_interactions_and_environment,spec_professionalism,complaints_document_view,complaints_self_reported_no,complaints_self_reported_yes,complaints_valid_issues_1,complaints_valid_issues_2,complaints_valid_issues_3,complaints_valid_issues_4,complaints_valid_issues_5,complaints_valid_issues_6,complaints_valid_issues_other,contacts_role_primary_contact,contacts_role_primary_contractor,contacts_role_primary_licensor,contacts_role_secondary_contact,contacts_role_secondary_contractor,geo_region,inspections_checklist_type_childcareinspectionchecklist_pdf,inspections_checklist_type_childcaremonitoringchecklist_pdf,inspections_checklist_type_licensing_ccc_inspection_report,inspections_checklist_type_licensing_ccc_inspection_report_pdf,inspections_document_view,inspections_inspection_type_physical,inspections_inspection_type_virtual,langinstr_other,licensehist_facility_type_child_care_center,licensehist_facility_type_family_child_care_home,licensehist_facility_type_other,licensehist_facility_type_school_age_program,licensehist_license_status_closed,licensehist_license_status_open,licensehist_license_status_open_certified,licensehist_license_status_open_payment_only,licensehist_license_status_other,licensehist_license_status_pending,licensehist_license_status_reason_cannot_comply_with_requirements,licensehist_license_status_reason_capacity,licensehist_license_status_reason_change_license_to_child_care_facility,licensehist_license_status_reason_closed,licensehist_license_status_reason_dcyf_imposed,licensehist_license_status_reason_dlr_cps_investigation_s_complete,licensehist_license_status_reason_expired,licensehist_license_status_reason_failed_to_meet_annual_compliance_requirements,licensehist_license_status_reason_family_did_not_respond_to_renewal,licensehist_license_status_reason_license_issued_in_error,licensehist_license_status_reason_licensee_request,licensehist_license_status_reason_licensee_request_conversion_only,licensehist_license_status_reason_mlr_infraction_s,licensehist_license_status_reason_moved,licensehist_license_status_reason_moved_and_did_not_reapply,licensehist_license_status_reason_moved_conversion_only,licensehist_license_status_reason_moved_new_home_does_not_meet_mlr_s,licensehist_license_status_reason_name_change_modification_only,licensehist_license_status_reason_no_referral_licensee_request,licensehist_license_status_reason_no_referral_lifted_licensee_request,licensehist_license_status_reason_open_dlr_cps_investigation_s,licensehist_license_status_reason_other,licensehist_license_status_reason_provider_meets_mlr_s,licensehist_license_status_reason_revoked,licensehist_license_status_reason_suspended,licensehist_license_status_reason_unknown,licensehist_license_status_reason_withdrawn,licensehist_license_type_initial_1st,licensehist_license_type_initial_2nd,licensehist_license_type_initial_3rd,licensehist_license_type_initial_4th,licensehist_license_type_probationary,licensehist_license_type_unknown,licensehist_regulation_authority_dcyf,licensehist_regulation_authority_government,licensehist_regulation_authority_military,licensehist_regulation_authority_ospi,licensehist_regulation_authority_tribal
2269,3,Family Child Care Home,Open,Open,Full,,,,,6,6,1,birth - 13 years 0 months,0,156,6:00 AM - 4:30 PM,6:00 AM - 4:30 PM,6:00 AM - 4:30 PM,6:00 AM - 4:30 PM,6:00 AM - 4:30 PM,,,5,52.5,True,True,No,No,No,False,False,False,False,False,True,2019,,,,0,6,1,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
10074,4,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,34,34,,2 years 6 months - 6 years 0 months,30,72,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,,5,40.0,False,False,No,No,Yes,False,False,False,True,False,True,2019,34,2 years 6 months,6 years 0 months,0,3,1,4,,Preschool,School-age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preschool,,,,,,,,,,,,,,,,,,,,Primary Contact,Primary Contractor,Primary Licensor,Secondary Contact,,region_4,,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
2081,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,,,,,,,,0,,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,5,2,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,Arabic,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Withdrawn,Initial (1st),,,,,,DCYF,,,,
8421,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,,,5,50.0,True,False,No,No,No,False,False,False,False,False,True,2019,,,,0,5,2,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Withdrawn,Initial (1st),,,,,,DCYF,,,,
5747,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,7,84.0,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,7,1,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
2173,3,Family Child Care Home,Open,Open,Full,,,,,9,9,,birth - 13 years 0 months,0,156,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,,,5,70.0,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,6,1,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
3381,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,121,101,,1 month - 6 years 0 months,1,72,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,,,5,52.5,False,False,No,No,No,False,False,False,True,False,True,2019,121,1 month,6 years 0 months,2,4,2,3,Infant,Preschool,,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View,No,,,2,3,,,,,Primary Contact,,Primary Licensor,Secondary Contact,,region_4,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Withdrawn,Initial (1st),,,,,,DCYF,,,,
5595,3,Family Child Care Home,Open,Open,Full,,,,,12,12,1,2 years 0 months - 13 years 0 months,24,156,7:30 AM - 6:00 PM,7:30 AM - 6:00 PM,7:30 AM - 6:00 PM,7:30 AM - 6:00 PM,7:30 AM - 6:00 PM,,,5,52.5,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,4,1,2,,Preschool,School-age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preschool,,Slots Available,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
1293,3,Family Child Care Home,Open,Open,Full,,,,,12,8,1,birth - 13 years 0 months,0,156,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,,,5,65.0,True,True,No,No,No,False,False,False,False,False,True,2019,,,,0,5,2,2,Infant,Preschool,School-age,Toddler,,,,,,,,Spanish,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,Moved,,,,,,,,,,,,,,,,,,,,DCYF,,,,
10216,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,70,70,,3 years 0 months - 13 years 0 months,36,156,other,other,other,other,other,,,5,57.5,False,False,No,No,No,False,False,False,True,False,True,2018,70,3 years 0 months,13 years 0 months,0,6,2,2,,Preschool,School-age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interactions and Environment,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,region_4,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,Child Care Center,,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
3107,3,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,7,98.0,True,True,No,No,No,False,False,False,False,False,True,2019,,,,0,7,4,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,Moved,,,,,,,,,,,,,Withdrawn,Initial (1st),,,,,,DCYF,,,,
7296,3,Family Child Care Home,Open,Open,Full,,,,,12,12,2,birth - 13 years 0 months,0,156,other,other,other,other,other,4:30 AM - 7:00 PM,other,7,111.5,True,True,No,No,No,False,False,False,False,False,True,2019,,,,0,7,1,2,Infant,Preschool,School-age,Toddler,,,,,English,,,Spanish,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,,Preschool,,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
9083,3,Family Child Care Home,Open,Open,Full,,,,,12,12,0,birth - 13 years 0 months,0,156,6:00 AM - 6:30 PM,6:00 AM - 6:30 PM,6:00 AM - 6:30 PM,6:00 AM - 6:30 PM,6:00 AM - 6:30 PM,,,5,62.5,True,False,No,No,No,False,False,False,False,False,True,2019,,,,0,6,2,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,Moved,,,,,,,,,,,,,,,,,,,,DCYF,,,,
9972,3,Family Child Care Home,Open,Open,Full,,,,,12,12,0,birth - 13 years 0 months,0,156,4:30 AM - 5:30 PM,4:30 AM - 5:30 PM,4:30 AM - 5:30 PM,4:30 AM - 5:30 PM,4:30 AM - 5:30 PM,,,5,65.0,False,False,No,No,No,False,False,False,False,False,True,2024,,,,0,6,1,2,Infant,Preschool,School-age,Toddler,,,,,English,,,Spanish,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
5939,3,Family Child Care Home,Open,Open,Full,,,,,12,11,9,birth - 13 years 0 months,0,156,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,5:30 AM - 5:30 PM,other,other,7,84.0,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,7,4,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,Moved,,,,,,,,,,,,,,,,,,,,DCYF,,,,
3772,3,Family Child Care Home,Open,Open,Full,,,,,12,12,2,birth - 13 years 0 months,0,156,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,,,5,50.0,True,False,No,No,No,False,False,False,False,False,True,2019,,,,0,6,1,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
5466,3,Family Child Care Home,Open,Open,Full,,,,,8,8,,birth - 13 years 0 months,0,156,,,,,,,,0,,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,6,1,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,Somali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
739,3,Family Child Care Home,Open,Open,Full,,,,,8,8,,birth - 13 years 0 months,0,156,other,other,other,other,other,other,other,7,98.0,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,4,1,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
6748,3,Family Child Care Home,Open,Open,Full,,,,,12,6,,2 months - 13 years 0 months,2,156,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 1:00 PM,,6,73.0,True,True,No,No,No,False,False,False,True,True,True,2019,,,,0,7,3,2,Infant,Preschool,School-age,Toddler,,,,,English,,,Spanish,,,,,,,English,,,,,,,,,,,,,,,,Spanish,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,Closed,,,,,,,,,,Moved,,,,,,,,,,,,,,,Initial (2nd),,,,,DCYF,,,,
3299,3,Family Child Care Home,Closed,Closed,Full,,,,,12,12,0,birth - 13 years 0 months,0,156,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,,5,42.5,True,True,No,No,No,True,False,False,False,False,True,2019,,,,0,3,1,0,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preschool,,,Toddler,,,,,,,,,,,,,,,,,,,,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,,,,,,,,,,,,,,,,Licensee request,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
1273,2,Family Child Care Home,Open,Open,Full,,,,,10,10,6,birth - 13 years 0 months,0,156,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,other,other,7,95.0,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,7,1,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
8005,3,Family Child Care Home,Open,Open,Full,,,,,12,12,0,birth - 13 years 0 months,0,156,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,7,112.0,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,7,2,2,Infant,Preschool,School-age,Toddler,,,,,English,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,Moved,,,,,,,,,,,,,,,,,,,,DCYF,,,,
8889,3,Family Child Care Home,Open,Open,Full,,,,,11,11,3,birth - 13 years 0 months,0,156,other,other,other,other,other,,,5,80.0,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,7,3,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,Somali,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,Moved,,,,,,,,,,,,,,,,,,,,DCYF,,,,
4828,3,Family Child Care Home,Open,Open,Full,,,,,12,12,2,birth - 13 years 0 months,0,156,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,,,5,65.0,True,True,No,No,No,False,False,False,False,False,True,2019,,,,0,6,1,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
8662,3,Family Child Care Home,Open,Open,Full,,,,,8,8,2,birth - 13 years 0 months,0,156,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,7,98.0,False,False,No,No,No,False,False,False,False,False,True,2019,,,,1,4,1,2,Infant,Preschool,School-age,Toddler,,,,,English,,Somali,,,,,,,,English,,,,,,,,,,,,,,,Somali,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,View,No,,,,,,5,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
876,3,Family Child Care Home,Open,Open,Full,,,,,4,4,0,birth - 5 years 0 months,0,60,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,,,5,60.0,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,8,2,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,Moved,,,,,,,,,,,,,,,,,,,,DCYF,,,,
4285,3,Family Child Care Home,Open,Open,Full,,,,,12,12,7,birth - 13 years 0 months,0,156,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,7,167.88,False,False,No,No,No,False,False,False,True,True,True,2019,,,,1,5,3,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,Slots Available,Toddler,,,,,,,View,,Yes,,2,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,Closed,Open,,,,,,,,,,,,,,,,,,Moved,,,,,,,,,,,,,,,,,,,,DCYF,,,,
2615,2,Family Child Care Home,Open,Open,Full,,,,,12,12,,birth - 13 years 0 months,0,156,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,,,5,60.0,False,False,No,No,No,False,False,False,True,True,True,2019,,,,0,3,1,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,School Age,,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
8164,3,Family Child Care Home,Open,Open,Full,,,,,12,12,2,other,2,84,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,7:00 AM - 5:30 PM,,,5,52.5,False,False,No,No,No,False,False,False,False,False,True,2019,,,,0,6,1,2,Infant,Preschool,School-age,Toddler,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,Infant,Preschool,,Slots Available,Toddler,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,,,,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,,Family Child Care Home,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
1199,3,Child Care Center,Open,Open,Full,LICENSED,Active,CHILD CARE CENTER,DEL Licensed,23,23,,2 years 6 months - 13 years 0 months,30,156,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,,,5,60.0,False,False,No,No,No,False,False,False,True,True,True,2019,23,2 years 6 months,13 years 0 months,0,5,1,3,,Preschool,School-age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary Contact,,Primary Licensor,Secondary Contact,,region_1,ChildCareInspectionChecklist.pdf,,Licensing CCC Inspection Report,Licensing CCC Inspection Report.pdf,View,Physical,,,Child Care Center,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCYF,,,,
