provider_id,qr_rating,provider_service_type,license_type,total_licensed_capacity,licensed_home_capacity,licensed_infant_capacity,licensed_toddler_capacity,licensed_preschool_capacity,licensed_school_age_capacity,licensed_preschool_and_school_age_capacity,licensed_resident_camp_capacity,licensed_nyo_capacity,capacity_on_site,license_age_days,school_district_operated_program,cccap_fa_status_d1,cccap_authorization_status,head_start,accepts_cccap_on_site,accepting_new_children,openings_infant,openings_toddler,openings_preschool,openings_school_age,hours_of_operation,operating_hours_per_week,licensed_to_serve,has_documented_complaint,has_documented_stage_ii,has_documented_injury_investigation,has_documented_adverse_action,language_amharic,language_arabic,language_chinese,language_english,language_farsi,language_french,language_german,language_hebrew,language_hindi,language_italian,language_japanese,language_other,language_portuguese,language_punjabi,language_russian,language_sign_language,language_spanish,language_tagalog,language_ukrainian,language_urdu,need_cognitive_delays,need_diabetes,need_food_dietary,need_medical_special_procedures,need_none,need_physical_delays_limitations,need_respiratory_illness,need_seizure_disorders,need_social_emotional_behaviors,need_speech_communication,need_willing_to_support,geo_county
2026,1,Preschool Program,Permanent,32.0,,,,32.0,,0.0,,,32.0,6676,True,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 08:00 AM 03:00 PM Tuesday 08:00 AM 03:00 PM Wednesday 08:00 AM 03:00 PM Thursday 08:00 AM 03:00 PM Friday 08:00 AM 03:00 PM,35.0,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_19
3135,5,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,636,False,True,True,False,True,True,0.0,0.0,0.0,0.0,other,38.25,Home,False,False,False,False,,,,English,,,,Hebrew,,,,,,,,,,,,,Cognitive Delays,,Food/Dietary,,,,Respiratory Illness,,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_1
205,4,Child Care Center,Permanent,82.0,0.0,0.0,10.0,0.0,0.0,72.0,0.0,0.0,82.0,3234,False,True,True,False,True,True,0.0,8.0,72.0,0.0,Monday 07:15 AM 05:15 PM Tuesday 07:15 AM 05:15 PM Wednesday 07:15 AM 05:15 PM Thursday 07:15 AM 05:15 PM Friday 07:15 AM 05:15 PM,50.0,"Toddlers, Preschool",False,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_26
1418,1,Child Care Center,Permanent,51.0,,,,51.0,,0.0,,,51.0,4694,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 8:00 AM 3:30 PM Tuesday 8:00 AM 3:30 PM Wednesday 8:00 AM 3:30 PM Thursday 8:00 AM 3:30 PM Friday 8:00 AM 3:30 PM,37.5,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,Diabetes,,,,,Respiratory Illness,Seizure Disorders,,,Willing to Support,county_11
2243,5,Child Care Center,Permanent,65.0,,,,0.0,,65.0,,,65.0,7601,False,False,False,False,False,True,0.0,0.0,0.0,0.0,other,33.33,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,,,,,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_11
1180,1,Child Care Center,Permanent,20.0,,,,0.0,,20.0,,,20.0,2594,False,False,False,False,False,False,,,,,Monday 8:00 AM 3:00 PM Tuesday 8:00 AM 3:00 PM Wednesday 8:00 AM 3:00 PM Thursday 8:00 AM 3:00 PM Friday 8:00 AM 3:00 PM,35.0,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,,county_1
1214,1,Child Care Center,Permanent,20.0,,,,0.0,,20.0,,,20.0,1825,False,True,False,True,True,True,0.0,0.0,0.0,0.0,other,56.0,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_19
2323,4,Child Care Center,Permanent,89.0,0.0,10.0,20.0,0.0,0.0,59.0,0.0,0.0,89.0,139,False,True,True,False,True,True,0.0,0.0,6.0,0.0,Monday 6:30 AM 6:00 PM Tuesday 6:30 AM 6:00 PM Wednesday 6:30 AM 6:00 PM Thursday 6:30 AM 6:00 PM Friday 6:30 AM 6:00 PM,57.5,"Infants, Toddlers, Preschool",False,True,False,True,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_41
2033,1,Child Care Center,Permanent,40.0,,,,40.0,,0.0,,,40.0,3818,False,True,True,True,True,True,0.0,0.0,0.0,0.0,Monday 08:00 AM 04:00 PM Tuesday 08:00 AM 04:00 PM Wednesday 08:00 AM 04:00 PM Thursday 08:00 AM 04:00 PM,32.0,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_19
4471,1,Experienced Family Child Care Home,Permanent,8.0,8.0,0.0,0.0,,0.0,,0.0,0.0,8.0,3105,False,True,False,False,True,True,0.0,0.0,0.0,0.0,other,65.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,Sign Language,,,,,,,,,none,,,,,,Willing to Support,county_3
544,1,Child Care Center,Permanent,22.0,0.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,22.0,7056,False,False,False,False,False,True,0.0,0.0,1.0,0.0,Monday 07:30 AM 04:30 PM Tuesday 07:30 AM 04:30 PM Wednesday 07:30 AM 04:30 PM Thursday 07:30 AM 04:30 PM Friday 07:30 AM 04:30 PM,45.0,"Infants, Toddlers, Preschool",False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,,Food/Dietary,,,,,,Social Emotional Behaviors,,Willing to Support,county_4
3613,1,Preschool Program,Permanent,15.0,,,,15.0,,0.0,,,15.0,6874,True,False,False,False,False,True,0.0,0.0,9.0,0.0,other,28.67,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,,,,,Physical Delays/Limitations,,,Social Emotional Behaviors,Speech/Communication,,county_19
3849,2,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,752,False,False,False,False,False,True,0.0,0.0,0.0,0.0,other,50.0,Home,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_20
1970,4,Child Care Center,Permanent,60.0,,,,60.0,,0.0,,,60.0,4701,True,True,False,False,True,True,0.0,0.0,0.0,0.0,Monday 08:10 AM 03:10 PM Tuesday 08:10 AM 03:10 PM Wednesday 08:10 AM 03:10 PM Thursday 08:10 AM 03:10 PM Friday 08:10 AM 03:10 PM,35.0,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,Respiratory Illness,,Social Emotional Behaviors,,Willing to Support,county_1
2532,2,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,8525,False,True,True,False,True,True,0.0,1.0,0.0,1.0,Monday 6:00 AM 6:00 PM Tuesday 6:00 AM 6:00 PM Wednesday 6:00 AM 6:00 PM Thursday 6:00 AM 6:00 PM Friday 6:00 AM 6:00 PM,60.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,county_17
2732,1,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,2567,False,False,False,False,False,True,0.0,0.0,0.0,0.0,,,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,Respiratory Illness,,Social Emotional Behaviors,,,county_29
3604,2,Preschool Program,Permanent,16.0,,,,0.0,,16.0,,,16.0,7587,True,False,False,False,False,True,0.0,0.0,2.0,0.0,other,29.0,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_14
3627,1,Preschool Program,Permanent,50.0,,,,50.0,,0.0,,,50.0,4702,True,False,False,False,False,True,0.0,0.0,37.0,0.0,other,27.67,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_18
3797,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,11509,False,False,False,False,False,True,,,,,Monday 6:30 AM 5:00 PM Tuesday 6:30 AM 5:00 PM Wednesday 6:30 AM 5:00 PM Thursday 6:30 AM 5:00 PM Friday 6:30 AM 5:00 PM,52.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,,,Physical Delays/Limitations,,,Social Emotional Behaviors,Speech/Communication,,county_1
884,1,Child Care Center,Permanent,107.0,0.0,0.0,22.0,0.0,0.0,85.0,0.0,0.0,107.0,587,False,True,True,False,True,True,0.0,3.0,9.0,0.0,Monday 06:30 AM 06:00 PM Tuesday 06:30 AM 06:00 PM Wednesday 06:30 AM 06:00 PM Thursday 06:30 AM 06:00 PM Friday 06:30 AM 06:00 PM,57.5,"Toddlers, Mixed Preschool School Age",True,False,True,True,,,,English,,,,,,,,,,,,,,,,,,,,,,,Respiratory Illness,,Social Emotional Behaviors,,,county_19
4277,2,Experienced Family Child Care Home,Permanent,8.0,8.0,0.0,0.0,,0.0,,0.0,0.0,8.0,7935,False,True,True,False,True,True,0.0,0.0,0.0,0.0,Monday 6:30 AM 5:30 PM Tuesday 6:30 AM 5:30 PM Wednesday 6:30 AM 5:30 PM Thursday 6:30 AM 5:30 PM Friday 6:30 AM 5:30 PM,55.0,Home,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,Physical Delays/Limitations,,,Social Emotional Behaviors,,Willing to Support,county_18
4490,4,Child Care Center,Permanent,40.0,,,,40.0,,0.0,,,40.0,1053,False,True,False,False,True,True,0.0,0.0,14.0,0.0,Monday 07:45 AM 02:45 PM Tuesday 07:45 AM 02:45 PM Wednesday 07:45 AM 02:45 PM Thursday 07:45 AM 02:45 PM Friday 07:45 AM 02:45 PM,35.0,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_23
4304,1,Preschool Program,Permanent,15.0,,,,15.0,,0.0,,,15.0,6860,True,False,False,False,False,True,0.0,0.0,0.0,0.0,other,27.33,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_19
3071,1,Preschool Program,Permanent,32.0,,,,32.0,,0.0,,,32.0,11410,True,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 08:00 AM 03:00 PM Tuesday 08:00 AM 03:00 PM Wednesday 08:00 AM 03:00 PM Thursday 08:00 AM 03:00 PM Friday 08:00 AM 03:00 PM,35.0,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_19
2650,1,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,4708,False,False,False,False,False,True,0.0,1.0,0.0,0.0,Monday 7:00 AM 4:30 PM Tuesday 7:00 AM 4:30 PM Wednesday 7:00 AM 4:30 PM Thursday 7:00 AM 4:30 PM Friday 7:00 AM 4:30 PM,47.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,Food/Dietary,,,,,,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_11
2658,2,Child Care Center,Permanent,18.0,0.0,9.0,9.0,,0.0,,0.0,0.0,18.0,9566,False,True,False,False,True,True,3.0,3.0,0.0,0.0,other,45.0,"Infants, Toddlers",False,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,,,,,Physical Delays/Limitations,Respiratory Illness,,Social Emotional Behaviors,Speech/Communication,,county_19
3723,5,Preschool Program,Permanent,36.0,,,,36.0,,0.0,,,36.0,4710,True,True,False,False,True,True,0.0,0.0,0.0,0.0,other,35.83,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_4
978,4,Child Care Center,Permanent,36.0,,,,36.0,,0.0,,,36.0,3211,True,False,False,False,False,True,0.0,0.0,20.0,0.0,other,37.08,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,Respiratory Illness,,Social Emotional Behaviors,,,county_31
1190,1,Child Care Center,Permanent,80.0,0.0,14.0,21.0,0.0,0.0,45.0,0.0,0.0,80.0,7663,False,True,True,False,True,True,0.0,0.0,0.0,0.0,other,57.5,"Infants, Toddlers, Preschool",False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,,,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_0
3217,2,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,7228,False,True,True,False,True,True,0.0,0.0,0.0,0.0,Monday 07:00 AM 05:30 PM Tuesday 07:00 AM 05:30 PM Wednesday 07:00 AM 05:30 PM Thursday 07:00 AM 05:30 PM Friday 07:00 AM 05:30 PM,52.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,Food/Dietary,,,,,,,,,county_30
1667,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,9227,False,True,False,False,True,True,1.0,1.0,2.0,2.0,Monday 7:00 AM 5:30 PM Tuesday 7:00 AM 5:30 PM Wednesday 7:00 AM 5:30 PM Thursday 7:00 AM 5:30 PM Friday 7:00 AM 5:30 PM,52.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,,,Speech/Communication,Willing to Support,county_4
2381,1,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,8781,False,False,False,False,False,False,,0.0,0.0,0.0,Monday 7:30 AM 5:30 PM Tuesday 7:30 AM 5:30 PM Wednesday 7:30 AM 5:30 PM Thursday 7:30 AM 5:30 PM,40.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,,,,Physical Delays/Limitations,Respiratory Illness,,Social Emotional Behaviors,,,county_32
3590,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,5817,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 7:30 AM 5:00 PM Tuesday 7:30 AM 5:00 PM Wednesday 7:30 AM 5:00 PM Thursday 7:30 AM 5:00 PM Friday 7:30 AM 5:00 PM,47.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_11
1239,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,6514,False,False,False,False,False,True,1.0,1.0,0.0,0.0,other,90.0,Home,True,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,Respiratory Illness,,Social Emotional Behaviors,,,county_1
512,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,9240,False,False,False,False,False,True,0.0,0.0,0.0,1.0,Monday 7:00 AM 5:30 PM Tuesday 7:00 AM 5:30 PM Wednesday 7:00 AM 5:30 PM Thursday 7:00 AM 5:30 PM Friday 7:00 AM 5:30 PM,52.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,,,Physical Delays/Limitations,,,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_41
3492,5,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,3163,False,True,False,False,True,True,0.0,0.0,0.0,0.0,other,38.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_31
1739,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,5436,False,False,False,False,False,True,,,,,Monday 6:30 AM 5:00 PM Tuesday 6:30 AM 5:00 PM Wednesday 6:30 AM 5:00 PM Thursday 6:30 AM 5:00 PM Friday 6:30 AM 5:00 PM,52.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,Willing to Support,county_1
2320,5,Child Care Center,Permanent,58.0,,,,0.0,,58.0,,,58.0,391,False,False,False,False,False,True,0.0,0.0,6.0,0.0,Monday 08:00 AM 03:30 PM Tuesday 08:00 AM 03:30 PM Wednesday 08:00 AM 03:30 PM Thursday 08:00 AM 03:30 PM,30.0,Preschool,False,True,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,,Food/Dietary,Medical/Special Procedures,,,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_4
3456,1,Child Care Center,Permanent,112.0,0.0,0.0,23.0,0.0,0.0,89.0,0.0,0.0,112.0,11509,False,False,False,False,False,True,0.0,1.0,20.0,0.0,Monday 8:00 AM 4:00 PM Tuesday 8:00 AM 4:00 PM Wednesday 8:00 AM 4:00 PM Thursday 8:00 AM 4:00 PM Friday 8:00 AM 4:00 PM,40.0,"Toddlers, Preschool",False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_1
2713,1,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,9110,False,True,True,False,True,True,0.0,0.0,0.0,0.0,other,50.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,Cognitive Delays,Diabetes,,,,,,,,,,county_3
3110,4,Child Care Center,Permanent,25.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,25.0,5092,False,True,True,False,True,True,0.0,4.0,2.0,0.0,Monday 07:30 AM 05:00 PM Tuesday 07:30 AM 05:00 PM Wednesday 07:30 AM 05:00 PM Thursday 07:30 AM 05:00 PM Friday 07:30 AM 05:00 PM,47.5,"Toddlers, Mixed Preschool School Age",False,False,True,False,,,,English,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,Willing to Support,county_12
499,1,Child Care Center,Probationary,53.0,0.0,8.0,10.0,0.0,15.0,20.0,0.0,0.0,53.0,5422,False,True,True,False,True,True,0.0,1.0,0.0,7.0,Monday 07:30 AM 05:30 PM Tuesday 07:30 AM 05:30 PM Wednesday 07:30 AM 05:30 PM Thursday 07:30 AM 05:30 PM Friday 07:30 AM 05:30 PM,50.0,other,True,False,False,True,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,,county_5
1708,1,3 under 18 Months Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,1799,False,True,False,False,True,True,0.0,0.0,0.0,0.0,other,37.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,Food/Dietary,,,,,,,,,county_26
218,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,3512,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 6:30 AM 5:30 PM Tuesday 6:30 AM 5:30 PM Wednesday 6:30 AM 5:30 PM Thursday 6:30 AM 5:30 PM Friday 6:30 AM 5:30 PM,55.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,Diabetes,Food/Dietary,,,,,,Social Emotional Behaviors,,,county_20
2613,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,6243,False,False,False,False,False,True,0.0,2.0,0.0,0.0,other,52.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,none,,,,,,Willing to Support,county_20
3271,2,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,152,False,False,False,False,False,True,0.0,0.0,1.0,0.0,other,112.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,Respiratory Illness,,Social Emotional Behaviors,,Willing to Support,county_18
2893,2,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,3044,False,False,False,False,False,True,4.0,2.0,2.0,0.0,other,52.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,Cognitive Delays,,,,,,,,Social Emotional Behaviors,,,county_19
4482,5,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,4764,False,True,True,False,True,True,0.0,0.0,0.0,0.0,Monday 8:00 AM 5:30 PM Tuesday 8:00 AM 5:30 PM Wednesday 8:00 AM 5:30 PM Thursday 8:00 AM 5:30 PM Friday 8:00 AM 5:30 PM,47.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,Food/Dietary,,,,Respiratory Illness,,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_12
4085,5,Child Care Center,Permanent,20.0,,,,0.0,,20.0,,,20.0,4065,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 08:00 AM 03:30 PM Tuesday 08:00 AM 03:30 PM Wednesday 08:00 AM 03:30 PM Thursday 08:00 AM 03:30 PM,30.0,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Social Emotional Behaviors,,Willing to Support,county_4
1900,1,3 under 18 Months Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,3666,False,False,False,False,False,True,1.0,1.0,0.0,0.0,Monday 7:00 AM 5:30 PM Tuesday 7:00 AM 5:30 PM Wednesday 7:00 AM 5:30 PM Thursday 7:00 AM 5:30 PM Friday 7:00 AM 5:30 PM,52.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_19
3203,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,1866,False,False,False,False,False,True,0.0,2.0,0.0,0.0,Monday 7:00 AM 5:00 PM Tuesday 7:00 AM 5:00 PM Wednesday 7:00 AM 5:00 PM Thursday 7:00 AM 5:00 PM Friday 7:00 AM 5:00 PM,50.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,Food/Dietary,,,Physical Delays/Limitations,Respiratory Illness,,,,Willing to Support,county_41
3155,1,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,9149,False,False,False,False,False,True,0.0,1.0,0.0,0.0,Monday 7:30 AM 5:30 PM Tuesday 7:30 AM 5:30 PM Wednesday 7:30 AM 5:30 PM Thursday 7:30 AM 5:30 PM Friday 7:30 AM 5:30 PM,50.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_3
3097,1,3 under 18 Months Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,8396,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 7:30 AM 5:30 PM Tuesday 7:30 AM 5:30 PM Wednesday 7:30 AM 5:30 PM Thursday 7:30 AM 5:30 PM Friday 7:30 AM 5:30 PM,50.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,Food/Dietary,,,Physical Delays/Limitations,Respiratory Illness,,Social Emotional Behaviors,Speech/Communication,,county_3
3238,1,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,2562,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 6:00 AM 6:00 PM Tuesday 6:00 AM 6:00 PM Wednesday 6:00 AM 6:00 PM Thursday 6:00 AM 6:00 PM Friday 6:00 AM 6:00 PM,60.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_19
4146,1,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,500,False,False,False,False,False,True,0.0,2.0,0.0,0.0,Monday 07:00 AM 05:00 PM Tuesday 07:00 AM 05:00 PM Wednesday 07:00 AM 05:00 PM Thursday 07:00 AM 05:00 PM Friday 07:00 AM 05:00 PM,50.0,Home,True,True,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,Respiratory Illness,,,,Willing to Support,county_11
4271,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,11509,False,True,True,True,True,True,0.0,0.0,2.0,0.0,other,95.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,county_19
2088,1,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,3541,False,False,False,False,False,True,0.0,0.0,0.0,0.0,other,62.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_8
715,2,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,3389,False,False,False,False,False,True,0.0,0.0,0.0,0.0,other,39.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,Diabetes,Food/Dietary,,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,,Willing to Support,county_11
2454,4,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,7301,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 06:00 AM 05:30 PM Tuesday 06:00 AM 05:30 PM Wednesday 06:00 AM 05:30 PM Thursday 06:00 AM 05:30 PM Friday 06:00 AM 05:30 PM,57.5,Home,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_8
2009,2,Experienced Family Child Care Home,Permanent,9.0,9.0,0.0,0.0,,0.0,,0.0,0.0,9.0,3465,False,False,False,False,False,True,0.0,1.0,1.0,1.0,other,44.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,Food/Dietary,,,,Respiratory Illness,,Social Emotional Behaviors,,Willing to Support,county_24
3415,1,Child Care Center,Permanent,100.0,0.0,10.0,10.0,0.0,0.0,80.0,0.0,0.0,100.0,11509,False,True,True,False,True,True,8.0,1.0,4.0,19.0,Monday 06:30 AM 06:00 PM Tuesday 06:30 AM 06:00 PM Wednesday 06:30 AM 06:00 PM Thursday 06:30 AM 06:00 PM Friday 06:30 AM 06:00 PM,57.5,"Infants, Toddlers, Preschool",True,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_11
