provider_id,qr_rating,provider_service_type,license_type,total_licensed_capacity,licensed_home_capacity,licensed_infant_capacity,licensed_toddler_capacity,licensed_preschool_capacity,licensed_school_age_capacity,licensed_preschool_and_school_age_capacity,licensed_resident_camp_capacity,licensed_nyo_capacity,capacity_on_site,license_age_days,school_district_operated_program,cccap_fa_status_d1,cccap_authorization_status,head_start,accepts_cccap_on_site,accepting_new_children,openings_infant,openings_toddler,openings_preschool,openings_school_age,hours_of_operation,operating_hours_per_week,licensed_to_serve,has_documented_complaint,has_documented_stage_ii,has_documented_injury_investigation,has_documented_adverse_action,language_amharic,language_arabic,language_chinese,language_english,language_farsi,language_french,language_german,language_hebrew,language_hindi,language_italian,language_japanese,language_other,language_portuguese,language_punjabi,language_russian,language_sign_language,language_spanish,language_tagalog,language_ukrainian,language_urdu,need_cognitive_delays,need_diabetes,need_food_dietary,need_medical_special_procedures,need_none,need_physical_delays_limitations,need_respiratory_illness,need_seizure_disorders,need_social_emotional_behaviors,need_speech_communication,need_willing_to_support,geo_county
2688,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,795,False,False,False,False,False,True,0.0,2.0,0.0,0.0,Monday 07:00 AM 06:00 PM Tuesday 07:00 AM 06:00 PM Wednesday 07:00 AM 06:00 PM Thursday 07:00 AM 06:00 PM Friday 07:00 AM 06:00 PM,55.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_14
3297,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,803,False,False,False,False,False,True,0.0,1.0,0.0,0.0,Monday 07:30 AM 05:30 PM Tuesday 07:30 AM 05:30 PM Wednesday 07:30 AM 05:30 PM Thursday 07:30 AM 05:30 PM Friday 07:30 AM 05:30 PM,50.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,,Food/Dietary,,,Physical Delays/Limitations,Respiratory Illness,,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_18
3905,2,Child Care Center,Permanent,155.0,0.0,20.0,51.0,0.0,0.0,84.0,0.0,0.0,155.0,882,False,True,True,False,True,True,4.0,14.0,30.0,0.0,Monday 06:30 AM 06:00 PM Tuesday 06:30 AM 06:00 PM Wednesday 06:30 AM 06:00 PM Thursday 06:30 AM 06:00 PM Friday 06:30 AM 06:00 PM,57.5,"Infants, Toddlers, Preschool",True,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_3
2431,4,Child Care Center,Permanent,62.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,62.0,847,False,False,False,False,False,True,0.0,20.0,30.0,0.0,Monday 07:30 AM 05:00 PM Tuesday 07:30 AM 05:00 PM Wednesday 07:30 AM 05:00 PM Thursday 07:30 AM 05:00 PM Friday 07:30 AM 05:00 PM,47.5,"Toddlers, Preschool",False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_1
3597,1,Child Care Center,Permanent,15.0,,,,0.0,,15.0,,,15.0,633,False,False,False,False,False,True,0.0,0.0,3.0,6.0,Monday 06:30 AM 06:00 PM Tuesday 06:30 AM 06:00 PM Wednesday 06:30 AM 06:00 PM Thursday 06:30 AM 06:00 PM Friday 06:30 AM 06:00 PM,57.5,Mixed Preschool School Age,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_19
2209,5,Child Care Center,Permanent,41.0,0.0,8.0,9.0,0.0,0.0,24.0,0.0,0.0,41.0,892,False,True,True,False,True,True,0.0,2.0,10.0,0.0,other,39.33,"Infants, Toddlers, Preschool",False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_44
334,1,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,465,False,True,False,False,True,True,0.0,0.0,0.0,0.0,Monday 07:30 AM 05:30 PM Tuesday 07:30 AM 05:30 PM Wednesday 07:30 AM 05:30 PM Thursday 07:30 AM 05:30 PM Friday 07:30 AM 05:30 PM,50.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_46
1123,4,Child Care Center,Permanent,140.0,0.0,0.0,20.0,0.0,0.0,120.0,0.0,0.0,140.0,812,False,False,False,False,False,True,0.0,0.0,5.0,0.0,Monday 07:30 AM 05:00 PM Tuesday 07:30 AM 05:00 PM Wednesday 07:30 AM 05:00 PM Thursday 07:30 AM 05:00 PM Friday 07:30 AM 05:00 PM,47.5,"Toddlers, Mixed Preschool School Age",True,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_1
1510,4,Child Care Center,Permanent,56.0,0.0,0.0,10.0,0.0,0.0,46.0,0.0,0.0,56.0,735,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 07:30 AM 05:00 PM Tuesday 07:30 AM 05:00 PM Wednesday 07:30 AM 05:00 PM Thursday 07:30 AM 05:00 PM Friday 07:30 AM 05:00 PM,47.5,"Toddlers, Preschool",False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_1
527,1,Child Care Center,Permanent,36.0,,,,0.0,,36.0,,,36.0,657,False,False,False,False,False,True,0.0,0.0,8.0,0.0,other,60.0,Mixed Preschool School Age,True,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_46
4359,1,Child Care Center,Permanent,143.0,0.0,20.0,48.0,0.0,0.0,75.0,0.0,0.0,143.0,356,False,True,True,False,True,True,5.0,5.0,20.0,0.0,Monday 06:30 AM 06:00 PM Tuesday 06:30 AM 06:00 PM Wednesday 06:30 AM 06:00 PM Thursday 06:30 AM 06:00 PM Friday 06:30 AM 06:00 PM,57.5,"Infants, Toddlers, Mixed Preschool School Age",True,False,True,True,,,,English,,,,,,,,,,,,,,,,,,Diabetes,,,,Physical Delays/Limitations,Respiratory Illness,,Social Emotional Behaviors,Speech/Communication,,county_3
4375,4,Child Care Center,Permanent,14.0,0.0,0.0,14.0,,0.0,,0.0,0.0,14.0,871,False,True,True,False,True,True,0.0,2.0,0.0,0.0,Monday 08:00 AM 05:00 PM Tuesday 08:00 AM 05:00 PM Wednesday 08:00 AM 05:00 PM Thursday 08:00 AM 05:00 PM Friday 08:00 AM 05:00 PM,45.0,Toddlers,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_43
2336,1,Child Care Center,Permanent,30.0,,,,30.0,,0.0,,,30.0,227,False,False,False,False,False,True,,,15.0,,other,15.0,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_19
3435,2,Child Care Center,Permanent,30.0,,,,0.0,,30.0,,,30.0,712,True,True,True,False,True,True,,,,,other,38.25,Mixed Preschool School Age,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_32
3587,4,Child Care Center,Permanent,40.0,0.0,10.0,10.0,0.0,0.0,20.0,0.0,0.0,40.0,711,False,True,True,False,True,True,6.0,0.0,0.0,0.0,Monday 06:30 AM 06:00 PM Tuesday 06:30 AM 06:00 PM Wednesday 06:30 AM 06:00 PM Thursday 06:30 AM 06:00 PM Friday 06:30 AM 06:00 PM,57.5,"Infants, Toddlers, Preschool",False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_46
3800,2,Child Care Center,Permanent,132.0,0.0,10.0,34.0,0.0,0.0,88.0,0.0,0.0,132.0,777,False,True,True,False,True,True,,,,,Monday 07:00 AM 06:00 PM Tuesday 07:00 AM 06:00 PM Wednesday 07:00 AM 06:00 PM Thursday 07:00 AM 06:00 PM Friday 07:00 AM 06:00 PM,55.0,"Infants, Toddlers, Mixed Preschool School Age",True,True,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_18
1548,4,Child Care Center,Permanent,20.0,,,,0.0,,20.0,,,20.0,704,True,True,True,False,True,True,0.0,0.0,0.0,0.0,Monday 08:00 AM 02:30 PM Tuesday 08:00 AM 02:30 PM Wednesday 08:00 AM 02:30 PM Thursday 08:00 AM 02:30 PM Friday 08:00 AM 02:30 PM,32.5,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_41
3689,2,Child Care Center,Permanent,52.0,0.0,0.0,16.0,0.0,0.0,36.0,0.0,0.0,52.0,829,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 07:30 AM 05:30 PM Tuesday 07:30 AM 05:30 PM Wednesday 07:30 AM 05:30 PM Thursday 07:30 AM 05:30 PM Friday 07:30 AM 05:30 PM,50.0,"Toddlers, Preschool",False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_3
791,4,Child Care Center,Permanent,56.0,0.0,16.0,20.0,20.0,0.0,0.0,0.0,0.0,56.0,822,False,True,True,False,True,True,0.0,0.0,0.0,0.0,Monday 07:30 AM 05:00 PM Tuesday 07:30 AM 05:00 PM Wednesday 07:30 AM 05:00 PM Thursday 07:30 AM 05:00 PM Friday 07:30 AM 05:00 PM,47.5,"Infants, Toddlers, Preschool",False,True,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_1
2930,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,376,False,False,False,False,False,True,,,,,Monday 07:00 AM 06:00 PM Tuesday 07:00 AM 06:00 PM Wednesday 07:00 AM 06:00 PM Thursday 07:00 AM 06:00 PM Friday 07:00 AM 06:00 PM,55.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_11
4171,2,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,706,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 07:00 AM 05:00 PM Tuesday 07:00 AM 05:00 PM Wednesday 07:00 AM 05:00 PM Thursday 07:00 AM 05:00 PM Friday 07:00 AM 05:00 PM,50.0,Home,False,False,False,False,,,,,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,Willing to Support,county_46
1202,1,Preschool Program,Permanent,48.0,,,,0.0,,48.0,,,48.0,542,False,False,False,False,False,True,0.0,0.0,3.0,0.0,Monday 07:30 AM 02:30 PM Tuesday 07:30 AM 02:30 PM Wednesday 07:30 AM 02:30 PM Thursday 07:30 AM 02:30 PM Friday 07:30 AM 02:30 PM,35.0,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_11
1597,2,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,244,False,True,True,False,True,True,,,,,other,69.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_1
378,2,Child Care Center,Permanent,54.0,0.0,10.0,24.0,0.0,0.0,20.0,0.0,0.0,54.0,787,False,True,True,False,True,True,,,,,Monday 07:30 AM 05:30 PM Tuesday 07:30 AM 05:30 PM Wednesday 07:30 AM 05:30 PM Thursday 07:30 AM 05:30 PM Friday 07:30 AM 05:30 PM,50.0,"Infants, Toddlers, Mixed Preschool School Age",False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_12
3596,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,763,False,False,False,False,False,True,2.0,2.0,0.0,0.0,Monday 07:00 AM 05:30 PM Tuesday 07:00 AM 05:30 PM Wednesday 07:00 AM 05:30 PM Thursday 07:00 AM 05:30 PM Friday 07:00 AM 05:30 PM,52.5,Home,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_3
2469,2,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,711,False,False,False,False,False,True,0.0,1.0,0.0,2.0,Monday 07:00 AM 05:00 PM Tuesday 07:00 AM 05:00 PM Wednesday 07:00 AM 05:00 PM Thursday 07:00 AM 05:00 PM Friday 07:00 AM 05:00 PM,50.0,Home,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,Physical Delays/Limitations,,,Social Emotional Behaviors,,Willing to Support,county_46
894,2,Child Care Center,Permanent,101.0,0.0,8.0,25.0,0.0,0.0,68.0,0.0,0.0,101.0,829,False,True,True,False,True,True,0.0,12.0,8.0,0.0,Monday 07:00 AM 06:00 PM Tuesday 07:00 AM 06:00 PM Wednesday 07:00 AM 06:00 PM Thursday 07:00 AM 06:00 PM Friday 07:00 AM 06:00 PM,55.0,"Infants, Toddlers, Preschool",True,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,Cognitive Delays,Diabetes,Food/Dietary,,,,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_42
1781,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,802,False,False,False,False,False,True,,1.0,,,Monday 07:45 AM 05:00 PM Tuesday 07:45 AM 05:00 PM Wednesday 07:45 AM 05:00 PM Thursday 07:45 AM 05:00 PM Friday 07:45 AM 05:00 PM,46.25,Home,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_4
1026,1,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,795,False,False,False,False,False,True,0.0,0.0,0.0,0.0,other,19.5,Home,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_42
2408,2,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,769,False,False,False,False,False,True,0.0,0.0,2.0,0.0,Monday 07:30 AM 05:30 PM Tuesday 07:30 AM 05:30 PM Wednesday 07:30 AM 05:30 PM Thursday 07:30 AM 05:30 PM Friday 07:30 AM 05:30 PM,50.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_46
2435,2,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,664,False,False,False,False,False,True,0.0,1.0,1.0,0.0,Monday 07:30 AM 04:30 PM Tuesday 07:30 AM 04:30 PM Wednesday 07:30 AM 04:30 PM Thursday 07:30 AM 04:30 PM Friday 07:30 AM 04:30 PM,45.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_4
778,2,Preschool Program,Permanent,24.0,,,,24.0,,0.0,,,24.0,697,False,True,False,False,True,True,0.0,0.0,0.0,0.0,Monday 07:30 AM 03:00 PM Tuesday 07:30 AM 03:00 PM Wednesday 07:30 AM 03:00 PM Thursday 07:30 AM 03:00 PM Friday 07:30 AM 03:00 PM,37.5,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_18
2361,2,Preschool Program,Permanent,40.0,,,,0.0,,40.0,,,40.0,705,True,False,False,False,False,True,0.0,0.0,0.0,0.0,other,34.17,Preschool,False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_46
3565,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,724,False,False,False,False,False,True,1.0,2.0,0.0,0.0,Monday 08:00 AM 04:00 PM Tuesday 08:00 AM 04:00 PM Wednesday 08:00 AM 04:00 PM Thursday 08:00 AM 04:00 PM Friday 08:00 AM 04:00 PM,40.0,Home,False,False,False,False,,,,English,,,,,,Italian,,,Portuguese,,,,Spanish,,,,,,,,,,,,,,Willing to Support,county_42
3278,1,Child Care Center,Permanent,20.0,,,,0.0,,20.0,,,20.0,685,False,False,False,False,False,True,0.0,0.0,8.0,0.0,other,38.75,Mixed Preschool School Age,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_1
3611,1,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,755,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 07:30 AM 04:00 PM Tuesday 07:30 AM 04:00 PM Wednesday 07:30 AM 04:00 PM Thursday 07:30 AM 04:00 PM Friday 07:30 AM 04:00 PM,42.5,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_46
741,1,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,600,False,False,False,True,False,True,,,,,Monday 07:00 AM 05:00 PM Tuesday 07:00 AM 05:00 PM Wednesday 07:00 AM 05:00 PM Thursday 07:00 AM 05:00 PM Friday 07:00 AM 05:00 PM,50.0,Home,False,False,False,False,,,,English,,,,,Hindi,,,,,Punjabi,,,,,,Urdu,,,,,,,,,,,,county_19
2458,1,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,824,False,False,False,False,False,True,0.0,0.0,1.0,1.0,Monday 07:30 AM 05:30 PM Tuesday 07:30 AM 05:30 PM Wednesday 07:30 AM 05:30 PM Thursday 07:30 AM 05:30 PM Friday 07:30 AM 05:30 PM,50.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_46
2182,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,300,False,True,True,False,True,True,1.0,1.0,1.0,1.0,Monday 08:00 AM 05:00 PM Tuesday 08:00 AM 05:00 PM Wednesday 08:00 AM 05:00 PM Thursday 08:00 AM 05:00 PM Friday 08:00 AM 05:00 PM,45.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_27
4205,2,Preschool Program,Permanent,40.0,,,,0.0,,40.0,,,40.0,705,True,False,False,False,False,True,0.0,0.0,0.0,0.0,other,28.0,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_46
706,1,Child Care Center,Permanent,40.0,,,,0.0,,40.0,,,40.0,803,False,True,True,False,True,True,0.0,0.0,15.0,20.0,Monday 06:30 AM 06:00 PM Tuesday 06:30 AM 06:00 PM Wednesday 06:30 AM 06:00 PM Thursday 06:30 AM 06:00 PM Friday 06:30 AM 06:00 PM,57.5,Mixed Preschool School Age,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_41
2981,2,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,781,False,True,False,False,True,True,0.0,0.0,5.0,0.0,Monday 07:30 AM 04:30 PM Tuesday 07:30 AM 04:30 PM Wednesday 07:30 AM 04:30 PM Thursday 07:30 AM 04:30 PM Friday 07:30 AM 04:30 PM,45.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,Spanish,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_4
2213,4,Child Care Center,Permanent,175.0,0.0,17.0,58.0,0.0,0.0,100.0,0.0,0.0,175.0,670,False,True,True,False,True,True,4.0,2.0,8.0,12.0,Monday 07:00 AM 06:00 PM Tuesday 07:00 AM 06:00 PM Wednesday 07:00 AM 06:00 PM Thursday 07:00 AM 06:00 PM Friday 07:00 AM 06:00 PM,55.0,"Infants, Toddlers, Mixed Preschool School Age",False,False,True,True,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_3
869,1,Preschool Program,Permanent,30.0,,,,30.0,,0.0,,,30.0,677,False,False,False,False,False,True,0.0,0.0,2.0,0.0,,,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_23
4485,1,Preschool Program,Permanent,48.0,,,,0.0,,48.0,,,48.0,542,False,True,False,False,True,True,,,,,Monday 06:30 AM 06:00 PM Tuesday 06:30 AM 06:00 PM Wednesday 06:30 AM 06:00 PM Thursday 06:30 AM 06:00 PM Friday 06:30 AM 06:00 PM,57.5,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_11
1147,2,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,88,False,True,True,True,True,True,2.0,3.0,3.0,,Monday 07:00 AM 05:00 PM Tuesday 07:00 AM 05:00 PM Wednesday 07:00 AM 05:00 PM Thursday 07:00 AM 05:00 PM Friday 07:00 AM 05:00 PM,50.0,Home,True,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_21
4487,2,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,196,False,True,True,False,True,True,1.0,2.0,0.0,0.0,other,66.0,Home,False,False,False,False,,,,,,,,,,,,,,,,,Spanish,,,,,,,,,,,,Social Emotional Behaviors,,,county_46
3069,2,Child Care Center,Permanent,120.0,0.0,10.0,24.0,0.0,0.0,86.0,0.0,0.0,120.0,357,False,True,True,False,True,True,8.0,24.0,68.0,13.0,Monday 07:00 AM 06:00 PM Tuesday 07:00 AM 06:00 PM Wednesday 07:00 AM 06:00 PM Thursday 07:00 AM 06:00 PM Friday 07:00 AM 06:00 PM,55.0,"Infants, Toddlers, Mixed Preschool School Age",True,True,False,False,,Arabic,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Willing to Support,county_4
2356,2,Child Care Center,Permanent,57.0,0.0,0.0,22.0,0.0,0.0,35.0,0.0,0.0,57.0,759,False,True,False,False,True,True,0.0,2.0,4.0,0.0,Monday 07:00 AM 05:30 PM Tuesday 07:00 AM 05:30 PM Wednesday 07:00 AM 05:30 PM Thursday 07:00 AM 05:30 PM Friday 07:00 AM 05:30 PM,52.5,"Toddlers, Mixed Preschool School Age",False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_3
1420,1,Family Child Care Home,Permanent,6.0,6.0,0.0,0.0,,0.0,,0.0,0.0,6.0,741,False,True,False,False,True,True,,,,,other,110.0,Home,False,False,False,False,,,,,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,county_18
1689,1,Preschool Program,Permanent,40.0,,,,0.0,,40.0,,,40.0,311,True,False,False,False,False,True,0.0,0.0,11.0,0.0,Monday 08:00 AM 03:00 PM Tuesday 08:00 AM 03:00 PM Wednesday 08:00 AM 03:00 PM Thursday 08:00 AM 03:00 PM Friday 08:00 AM 03:00 PM,35.0,Mixed Preschool School Age,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,Diabetes,,,,,,,Social Emotional Behaviors,,,county_41
375,3,Child Care Center,Permanent,70.0,0.0,0.0,17.0,0.0,0.0,53.0,0.0,0.0,70.0,657,False,True,False,False,True,True,0.0,0.0,12.0,0.0,Monday 06:45 AM 05:30 PM Tuesday 06:45 AM 05:30 PM Wednesday 06:45 AM 05:30 PM Thursday 06:45 AM 05:30 PM Friday 06:45 AM 05:30 PM,53.75,"Toddlers, Mixed Preschool School Age",True,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_1
2039,2,Child Care Center,Permanent,231.0,0.0,20.0,68.0,0.0,0.0,143.0,0.0,0.0,231.0,728,False,True,True,False,True,True,20.0,30.0,60.0,0.0,Monday 06:30 AM 05:30 PM Tuesday 06:30 AM 05:30 PM Wednesday 06:30 AM 05:30 PM Thursday 06:30 AM 05:30 PM Friday 06:30 AM 05:30 PM,55.0,"Infants, Toddlers, Mixed Preschool School Age",True,True,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_32
1824,2,Child Care Center,Permanent,74.0,0.0,9.0,16.0,0.0,0.0,49.0,0.0,0.0,74.0,535,False,True,True,False,True,True,5.0,8.0,23.0,,Monday 06:30 AM 05:30 PM Tuesday 06:30 AM 05:30 PM Wednesday 06:30 AM 05:30 PM Thursday 06:30 AM 05:30 PM Friday 06:30 AM 05:30 PM,55.0,"Infants, Toddlers, Mixed Preschool School Age",False,False,False,False,,,,English,,,,,,,,other,,,,,Spanish,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_18
4270,1,Child Care Center,Permanent,48.0,,,,0.0,,48.0,,,48.0,651,False,False,False,False,False,True,0.0,0.0,4.0,0.0,Monday 08:00 AM 05:30 PM Tuesday 08:00 AM 05:30 PM Wednesday 08:00 AM 05:30 PM Thursday 08:00 AM 05:30 PM Friday 08:00 AM 05:30 PM,47.5,Mixed Preschool School Age,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_3
4246,2,Child Care Center,Permanent,30.0,0.0,10.0,20.0,,0.0,,0.0,0.0,30.0,668,True,True,True,False,True,True,5.0,10.0,0.0,0.0,Monday 07:00 AM 05:00 PM Tuesday 07:00 AM 05:00 PM Wednesday 07:00 AM 05:00 PM Thursday 07:00 AM 05:00 PM Friday 07:00 AM 05:00 PM,50.0,"Infants, Toddlers",False,False,True,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_14
864,1,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,168,False,False,False,False,False,True,0.0,0.0,0.0,0.0,Monday 07:30 AM 04:30 PM Tuesday 07:30 AM 04:30 PM Wednesday 07:30 AM 04:30 PM Thursday 07:30 AM 04:30 PM Friday 07:30 AM 04:30 PM,45.0,Home,True,False,False,False,,,,,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,county_1
722,1,Preschool Program,Permanent,32.0,,,,32.0,,0.0,,,32.0,734,True,False,False,False,False,True,0.0,0.0,0.0,0.0,,,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,county_19
2741,2,Preschool Program,Permanent,15.0,,,,0.0,,15.0,,,15.0,809,False,False,False,False,False,True,0.0,0.0,0.0,0.0,other,17.5,Preschool,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,,,Physical Delays/Limitations,Respiratory Illness,Seizure Disorders,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_41
760,2,Large Family Child Care Home,Permanent,12.0,12.0,0.0,0.0,,0.0,,0.0,0.0,12.0,87,False,True,False,False,True,True,0.0,2.0,0.0,2.0,Monday 08:00 AM 05:00 PM Tuesday 08:00 AM 05:00 PM Wednesday 08:00 AM 05:00 PM Thursday 08:00 AM 05:00 PM Friday 08:00 AM 05:00 PM,45.0,Home,False,False,False,False,,,,English,,,,,,,,,,,,,,,,,Cognitive Delays,Diabetes,Food/Dietary,Medical/Special Procedures,,Physical Delays/Limitations,Respiratory Illness,,Social Emotional Behaviors,Speech/Communication,Willing to Support,county_18
