provider_id,qr_rating,facility_type,licensed_capacity,num_visits,ages_served,age_min,age_max,license_age_days,special_features,amenity_accredited_by_a_national_organization,amenity_field_trips,amenity_home_pick_up,amenity_provides_care_for_head_start,amenity_provides_nc_pre_k,amenity_provides_transportation,amenity_will_enroll_children_with_special_needs,ratio_1_year_olds_children,ratio_2_year_olds_children,ratio_3_year_olds_children,ratio_4_year_olds_children,ratio_5_12_year_olds_children,ratio_5_year_old_pre_schoolers_children,ratio_infants_children,restriction_daytime_care_only,restriction_enhanced_requirements,restriction_no_cooking,restriction_reduced_ratios,restriction_serves_no_more_than_two,visits_announced_announced
1129,2,FCC,8,6,0 through 12,0,12,3637,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,Announced
739,3,CCC,46,7,0 through 12,0,12,2410,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,
1739,4,FCC,8,8,0 through 12,0,12,1060,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,
5203,5,CCC,62,7,0 through 12,0,12,3140,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/19 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,9,12,19,0,0,,enhanced requirements,,,,
4083,4,CCC,36,7,3 through 5,3,5,1384,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,6,6,0,0,0,,,,,,
3150,5,CCC,36,9,3 through 5,3,5,1403,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,6,6,0,0,0,,enhanced requirements,,reduced ratios,,
4698,5,CCC,54,8,other,3,7,810,other,,,,,,Provides transportation,,0,0,6,6,0,0,0,,,,,,Announced
3762,5,CCC,36,10,3 through 5,3,5,618,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Facility is a Certified Developmental Day Center Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/6 Children 4 Year Olds 0 Adult(s)/6 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,6,6,0,0,0,,,,,,Announced
5565,5,CCC,36,7,3 through 5,3,5,877,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Facility is a Certified Developmental Day Center Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/6 Children 4 Year Olds 0 Adult(s)/6 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,6,6,0,0,0,,,,reduced ratios,,Announced
4089,3,FCC,8,16,0 through 12,0,12,2405,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,Announced
2322,5,CCC,136,21,0 through 12,0,12,1422,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,,,,,Announced
1524,5,CCC,36,8,3 through 5,3,5,614,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Facility is a Certified Developmental Day Center Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/6 Children 4 Year Olds 0 Adult(s)/6 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,6,6,0,0,0,,,,,,Announced
4451,5,CCC,298,9,0 through 12,0,12,149,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,
5164,3,FCC,8,6,0 through 12,0,12,793,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
4742,4,CCC,12,10,1 through 12,1,12,2553,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/12 Children,,,,,,,,0,0,10,12,12,0,0,,,,,,
3221,3,CCC,45,9,0 through 12,0,12,732,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/15 Children 4 Year Olds 0 Adult(s)/20 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/25 Children,,,,,,Provides transportation,,0,0,15,20,25,0,0,,,,,,
3598,3,CCC,39,11,0 through 12,0,12,736,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,
4241,4,FCC,8,6,0 through 12,0,12,1228,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,
1060,5,CCC,36,6,3 through 5,3,5,1403,other,,,,,Provides NC Pre-K,Provides transportation,,0,0,6,6,0,0,0,,enhanced requirements,,reduced ratios,,
4477,5,CCC,141,15,0 through 12,0,12,3102,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,10,13,20,0,0,,,,,,
5979,5,CCC,24,6,0 through 5,0,5,226,other,,,,Provides care for head start,,,,0,0,10,13,20,0,0,,,,,,
2441,4,CCC,56,17,3 through 12,3,12,738,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
2369,5,CCC,54,13,3 through 5,3,5,1023,other,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,6,6,0,0,0,,,,,,Announced
1478,3,CCC,76,5,0 through 12,0,12,2502,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,
2923,3,CCC,26,11,0 through 12,0,12,2405,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,
1503,5,CCC,63,6,2 through 12,2,12,2403,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,10,13,20,0,0,,,,,,
1924,4,FCC,8,9,0 through 12,0,12,199,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,
5452,4,CCC,96,9,0 through 12,0,12,2748,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
3696,5,CCC,54,5,3 through 5,3,5,1342,other,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,6,6,0,0,0,,,,,,
690,4,CCC,36,7,3 through 5,3,5,1194,other,,,,,,,,0,0,6,6,0,0,0,,,,,,
2739,3,CCC,50,7,1 through 12,1,12,352,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,
1247,5,CCC,90,9,0 through 12,0,12,723,Additional Services & Amenities Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,,0,0,10,13,20,0,0,,,,,,Announced
2011,5,CCC,147,7,2 through 6,2,6,87,other,,,,Provides care for head start,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,10,13,0,0,0,,,,,,Announced
4704,5,CCC,169,7,0 through 12,0,12,1382,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,10,13,20,0,0,,,,,,
4789,5,CCC,15,5,3 through 6,3,6,206,other,,,,Provides care for head start,,,Will enroll children with special needs,0,0,10,13,0,0,0,,,,,,
5362,5,CCC,36,6,3 through 6,3,6,3083,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/9 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,9,9,0,0,,,,reduced ratios,,Announced
2725,5,CCC,18,8,3 through 5,3,5,53,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,9,0,0,0,,,,,,Announced
5107,5,CCC,20,6,3 through 5,3,5,277,Additional Services & Amenities Will enroll children with special needs Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,9,0,0,0,,,,reduced ratios,,Announced
3946,4,FCC,8,6,0 through 12,0,12,2866,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,,Announced
3526,4,CCC,35,10,0 through 12,0,12,3155,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,
3113,5,CCC,50,9,0 through 12,0,12,2501,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/19 Children,,,,,,Provides transportation,,0,0,9,12,19,0,0,,,,,,
2758,4,FCC,8,13,0 through 12,0,12,3263,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,Announced
597,5,CCC,66,7,0 through 12,0,12,666,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/19 Children,,,,,Provides NC Pre-K,,,0,0,9,12,19,0,0,,,,,,
1880,5,CCC,118,6,0 through 5,0,5,201,other,,,,Provides care for head start,,Provides transportation,,0,0,9,12,0,0,0,,,,,,Announced
253,4,CCC,29,10,0 through 12,0,12,2579,Additional Services & Amenities Will enroll children with special needs Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,Announced
774,5,CCC,30,7,0 through 12,0,12,2940,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,,,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
1633,3,CCC,29,7,0 through 12,0,12,3203,Additional Services & Amenities Will enroll children with special needs Provides transportation Field Trips School Pick Up Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,Field Trips,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
1296,4,CCC,51,10,0 through 12,0,12,2656,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
4173,4,CCC,58,7,0 through 12,0,12,2849,Additional Services & Amenities Will enroll children with special needs Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/0 Children 4 Year Olds 0 Adult(s)/0 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,,,Will enroll children with special needs,0,0,0,0,0,0,0,,,,,,
1218,5,FCC,8,6,0 through 12,0,12,2486,Additional Services & Amenities,,,,,,,,,,,,,,,,,,,,
4854,3,CCC,62,12,2 through 12,2,12,3153,Additional Services & Amenities Will enroll children with special needs Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/15 Children 4 Year Olds 0 Adult(s)/20 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/25 Children,,,,,,Provides transportation,Will enroll children with special needs,0,0,15,20,25,0,0,,,,,,
3714,5,CCC,90,6,3 through 6,3,6,2679,other,,,,,,Provides transportation,Will enroll children with special needs,0,0,9,12,14,0,0,,,,,,
4290,5,CCC,46,7,0 through 12,0,12,59,other,,,,,,,Will enroll children with special needs,6,9,10,13,15,15,5,,,,,,
3307,5,CCC,102,8,0 through 12,0,12,764,other,,,,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,10,13,15,0,0,,,,,,Announced
3503,5,CCC,80,8,3 through 5,3,5,149,other,,,,Provides care for head start,,Provides transportation,,0,0,10,10,0,0,0,,,,,,
3240,3,FCC,8,9,0 through 12,0,12,1354,other,,Field Trips,Home Pick Up,,,Provides transportation,Will enroll children with special needs,,,,,,,,,,,,,
5167,5,CCC,82,6,1 through 5,1,5,110,Additional Services & Amenities Will enroll children with special needs Provides care for head start Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/12 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,Provides care for head start,,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,,,,,
2350,5,FCC,8,8,0 through 12,0,12,88,other,,Field Trips,,,,Provides transportation,Will enroll children with special needs,,,,,,,,,,,,,Announced
4088,5,CCC,117,9,1 through 5,1,5,179,other,,,,Provides care for head start,,Provides transportation,Will enroll children with special needs,0,0,10,11,0,0,0,,,,,,
4589,3,CCC,64,12,0 through 12,0,12,127,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/15 Children,,,,,,Provides transportation,,0,0,10,13,15,0,0,,,,,,
3376,5,CCC,20,6,3 through 5,3,5,178,other,,,Home Pick Up,Provides care for head start,,Provides transportation,Will enroll children with special needs,0,0,9,12,0,0,0,,,,,,
1770,5,CCC,42,13,0 through 12,0,12,103,other,,,Home Pick Up,,,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
3893,5,CCC,36,6,3 through 5,3,5,2256,other,,Field Trips,Home Pick Up,,Provides NC Pre-K,Provides transportation,Will enroll children with special needs,0,0,9,9,0,0,0,,,,reduced ratios,,
1282,5,CCC,25,6,5 through 12,5,12,2404,other,,,,,,Provides transportation,,0,0,0,0,14,0,0,,,,reduced ratios,,
2210,5,CCC,18,7,3 through 5,3,5,2381,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,,0,0,9,9,0,0,0,,,,reduced ratios,,
1979,4,FCC,8,6,0 through 12,0,12,31,Additional Services & Amenities Provides transportation,,,,,,Provides transportation,,,,,,,,,,,,,serves no more than two,
5767,5,CCC,120,7,1 through 5,1,5,190,other,,,,Provides care for head start,,Provides transportation,,0,0,10,13,0,0,0,,,,,,
5114,5,CCC,18,6,3 through 5,3,5,2775,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,9,9,0,0,0,,,,reduced ratios,,
5888,5,CCC,234,10,0 through 12,0,12,3105,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/15 Children,,,,,,Provides transportation,,0,0,10,13,15,0,0,,,,,,Announced
149,5,CCC,18,6,3 through 5,3,5,3014,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/9 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,9,9,0,0,0,,,,reduced ratios,,
4659,5,CCC,18,6,3 through 5,3,5,2699,Additional Services & Amenities Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/0 Children 4 Year Olds 0 Adult(s)/9 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/0 Children,,,,,Provides NC Pre-K,,,0,0,0,9,0,0,0,,,,reduced ratios,,
4904,3,CCC,53,6,1 through 12,1,12,1177,Additional Services & Amenities Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/15 Children,,,,,,Provides transportation,,0,0,10,13,15,0,0,,,,,,Announced
482,5,CCC,58,20,0 through 5,0,5,317,other,,Field Trips,,,,Provides transportation,Will enroll children with special needs,0,0,10,13,15,0,0,,,,,,
4775,3,CCC,199,25,0 through 12,0,12,3186,Additional Services & Amenities Will enroll children with special needs Provides transportation Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/15 Children 4 Year Olds 0 Adult(s)/20 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/25 Children,,,,,,Provides transportation,Will enroll children with special needs,0,0,15,20,25,0,0,,,,,,
2628,5,CCC,25,6,1 through 12,1,12,2507,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,10,13,20,0,0,,,,,,
5576,5,CCC,20,6,3 through 12,3,12,204,other,,,,Provides care for head start,,Provides transportation,Will enroll children with special needs,0,0,10,13,20,0,0,,,,,,
4429,5,CCC,119,7,0 through 12,0,12,449,Additional Services & Amenities Provides care for head start Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,Provides care for head start,Provides NC Pre-K,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
3225,5,CCC,147,7,0 through 12,0,12,1048,Additional Services & Amenities Provides transportation Provides NC Pre-K Staff/Child Ratio Policy Infants 0 Adult(s)/0 Children 1 Year Olds 0 Adult(s)/0 Children 2 Year Olds 0 Adult(s)/0 Children 3 Year Olds 0 Adult(s)/10 Children 4 Year Olds 0 Adult(s)/13 Children 5 Year Old Pre-schoolers 0 Adult(s)/0 Children 5-12 Year Olds 0 Adult(s)/20 Children,,,,,Provides NC Pre-K,Provides transportation,,0,0,10,13,20,0,0,,,,,,Announced
5445,5,CCC,67,6,1 through 5,1,5,2906,other,,,,,,Provides transportation,,0,0,10,13,0,0,0,,,,,,
171,5,FCC,8,8,0 through 12,0,12,2640,Additional Services & Amenities Will enroll children with special needs,,,,,,,Will enroll children with special needs,,,,,,,,,,,,,Announced
