provider_id,qr_rating,special_needs_experience,has_accreditation,openings_capacity,openings_status,has_immediate_openings,openings_age_label,days_open,earliest_open,latest_close,weekly_hours,basics_language,basics_schedule,basics_meals,basics_subsidies_accepted,age_range,min_age_months,max_age_months,accred_national_association_for_the_education_of_young_children,lang_arabic,lang_chinese_cantonese,lang_chinese_mandarin,lang_chinese_other,lang_english,lang_farsi,lang_french,lang_hindi,lang_hmong,lang_japanese,lang_korean,lang_other,lang_punjabi,lang_russian,lang_sign_language,lang_somali,lang_spanish,lang_tagalog,lang_vietnamese,meal_am_snack,meal_breakfast,meal_child_care_food_program_ccfp,meal_dinner,meal_lunch,meal_pm_snack,sched_after_school,sched_before_school,sched_drop_in,sched_evening,sched_full_time,sched_full_year,sched_part_time,sched_rotating_schedule,sched_school_year_only,sched_seasonal,sched_summer_only,subsidy_accepts_subsidized_payment,subsidy_ca_state_preschool_program,subsidy_head_start,subsidy_other_child_care_and_development_program_funded_by_the_cde,subsidy_other_public_contract,tag_academic,tag_art_based,tag_bilingual,tag_child_development,tag_child_directed,tag_co_op,tag_constructivist,tag_covid_19_emergency_response_care,tag_developmentally_appropriate_practices,tag_high_scope,tag_homework_study_time,tag_kindergarten,tag_montessori,tag_no_pets,tag_other,tag_parent_involvement,tag_play_based,tag_playgroup,tag_potty_training,tag_pre_kindergarten_preschool,tag_project_based,tag_reggio_emilia,tag_religious,tag_special_needs,tag_subsidize,tag_virtual_distance_learning,transport_bus,transport_car,transport_walking,business_hours_fr_06_00_am_06_00_pm,business_hours_fr_06_30_am_06_00_pm,business_hours_fr_07_00_am_05_00_pm,business_hours_fr_07_00_am_05_30_pm,business_hours_fr_07_00_am_06_00_pm,business_hours_fr_07_30_am_05_30_pm,business_hours_fr_08_00_am_03_00_pm,business_hours_fr_08_00_am_11_00_am,business_hours_fr_08_30_am_11_30_am,business_hours_mo_06_00_am_06_00_pm,business_hours_mo_06_30_am_06_00_pm,business_hours_mo_07_00_am_05_00_pm,business_hours_mo_07_00_am_05_30_pm,business_hours_mo_07_00_am_06_00_pm,business_hours_mo_07_30_am_04_30_pm,business_hours_mo_07_30_am_05_30_pm,business_hours_mo_08_00_am_03_00_pm,business_hours_mo_08_00_am_04_00_pm,business_hours_mo_08_00_am_11_00_am,business_hours_mo_08_30_am_11_30_am,business_hours_other,business_hours_th_06_00_am_06_00_pm,business_hours_th_06_30_am_06_00_pm,business_hours_th_07_00_am_05_00_pm,business_hours_th_07_00_am_05_30_pm,business_hours_th_07_00_am_06_00_pm,business_hours_th_07_30_am_04_30_pm,business_hours_th_07_30_am_05_30_pm,business_hours_th_08_00_am_03_00_pm,business_hours_th_08_00_am_04_00_pm,business_hours_th_08_00_am_11_00_am,business_hours_th_08_30_am_11_30_am,business_hours_tu_06_00_am_06_00_pm,business_hours_tu_06_30_am_06_00_pm,business_hours_tu_07_00_am_05_00_pm,business_hours_tu_07_00_am_05_30_pm,business_hours_tu_07_00_am_06_00_pm,business_hours_tu_07_30_am_05_30_pm,business_hours_tu_08_00_am_03_00_pm,business_hours_tu_08_00_am_04_00_pm,business_hours_tu_08_00_am_11_00_am,business_hours_tu_08_30_am_11_30_am,business_hours_we_06_00_am_06_00_pm,business_hours_we_06_30_am_06_00_pm,business_hours_we_07_00_am_05_30_pm,business_hours_we_07_00_am_06_00_pm,business_hours_we_07_30_am_05_30_pm,business_hours_we_08_00_am_03_00_pm,business_hours_we_08_00_am_04_00_pm,business_hours_we_08_00_am_11_00_am,business_hours_we_08_30_am_11_30_am,meal_other
6312,4,1,0,48,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,390,1020,52.5,"English, Spanish",other,"Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",1 years - 5 years,12,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,,,School year only,Seasonal,Summer only,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,Academic,,,,,,,,Developmentally Appropriate Practices,,,,,,,,Play based,,,,,,,Special Needs,Subsidize,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,5,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,690,17.5,"English, Spanish","Part time, School year only","Breakfast, Lunch, Child Care Food Program (CCFP)","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",3 years - 4 years,36,48,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13846,4,1,0,112,Preschool (2 to 5 years) Immediate Openings,1,2 to 5 years,,,,,"English, Spanish, Vietnamese","Full Time, Part time, Rotating Schedule, Full year, School year only, Summer only","Breakfast, AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)",Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,Vietnamese,AM Snack,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,Part time,Rotating Schedule,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9928,1,1,0,58,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details School Age (6 years and older)Contact provider for details,,0 to 23 months,5,360,1080,60.0,"English, Spanish",other,"Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)","Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",other,12,144,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,After School,Before School,Drop in,,Full Time,Full year,Part time,Rotating Schedule,,,,Accepts Subsidized Payment,,,Other Child Care and Development Program funded by the CDE,,,,,Child Development,,,,,Developmentally Appropriate Practices,,,,,,,,,,,,,,,,,,Bus,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
18646,4,,0,16,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,450,1050,50.0,"English, Spanish","Full Time, Full year, School year only, Summer only",Child Care Food Program (CCFP),other,0 months - 5 years,0,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,Child Care Food Program (CCFP),,,,,,,,Full Time,Full year,,,School year only,,Summer only,Accepts Subsidized Payment,,Head Start,,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7596,5,1,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,390,1080,57.5,"English, Spanish","Full Time, Part time, Full year, School year only, Seasonal, Summer only","Breakfast, Lunch","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,,,,,,Full Time,Full year,Part time,,School year only,Seasonal,Summer only,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,No Pets,,,,,,Pre-kindergarten/Preschool,,,,Special Needs,Subsidize,,,,Walking,,Fr 06:30 AM - 06:00 PM,,,,,,,,,Mo 06:30 AM - 06:00 PM,,,,,,,,,,,,Th 06:30 AM - 06:00 PM,,,,,,,,,,,Tu 06:30 AM - 06:00 PM,,,,,,,,,,We 06:30 AM - 06:00 PM,,,,,,,,
7036,4,,0,144,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,405,1050,53.75,"English, Spanish","Full Time, Part time, Full year, School year only, Summer only",Child Care Food Program (CCFP),CA State Preschool Program,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,Child Care Food Program (CCFP),,,,,,,,Full Time,Full year,Part time,,School year only,,Summer only,,CA State Preschool Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12825,4,,0,44,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,465,960,41.25,"English, Spanish","Full Time, Full year",Child Care Food Program (CCFP),"Head Start, Other Public Contract",0 months - 5 years,0,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,Child Care Food Program (CCFP),,,,,,,,Full Time,Full year,,,,,,,,Head Start,,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18054,5,1,0,100,Infants (0 to 23 months) Immediate Openings Preschool (2 to 5 years) Immediate Openings,1,0 to 23 months,5,450,1050,50.0,"English, Spanish","Full Time, Part time, Drop in, Full year","AM Snack, PM Snack",Accepts Subsidized Payment,3 months - 5 years,3,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,,,,,PM Snack,,,Drop in,,Full Time,Full year,Part time,,,,,Accepts Subsidized Payment,,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,Religious,,,,,,,,,,,,Fr 07:30 AM - 05:30 PM,,,,,,,,,,Mo 07:30 AM - 05:30 PM,,,,,,,,,,,,Th 07:30 AM - 05:30 PM,,,,,,,,,,Tu 07:30 AM - 05:30 PM,,,,,,,,,We 07:30 AM - 05:30 PM,,,,,
11050,3,0,0,74,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,390,1080,57.5,"English, Spanish","Full Time, Part time, Full year, School year only, Summer only","AM Snack, PM Snack",Accepts Subsidized Payment,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,,,,,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:30 AM - 06:00 PM,,,,,,,,,Mo 06:30 AM - 06:00 PM,,,,,,,,,,,,Th 06:30 AM - 06:00 PM,,,,,,,,,,,Tu 06:30 AM - 06:00 PM,,,,,,,,,,We 06:30 AM - 06:00 PM,,,,,,,,
2344,3,0,0,60,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,,,,,"English, Spanish","Full Time, Part time, Full year, School year only, Summer only",Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,3,0,0,96,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,420,1080,55.0,"English, Spanish","Full Time, Part time, Full year, School year only, Summer only",Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 07:00 AM - 06:00 PM,,,,,,,,,Mo 07:00 AM - 06:00 PM,,,,,,,,,,,,Th 07:00 AM - 06:00 PM,,,,,,,,,,,Tu 07:00 AM - 06:00 PM,,,,,,,,,We 07:00 AM - 06:00 PM,,,,,,
17623,3,0,0,145,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,390,1080,57.5,English,"Full Time, Part time, Full year, School year only, Summer only",Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:30 AM - 06:00 PM,,,,,,,,,Mo 06:30 AM - 06:00 PM,,,,,,,,,,,,Th 06:30 AM - 06:00 PM,,,,,,,,,,,Tu 06:30 AM - 06:00 PM,,,,,,,,,,We 06:30 AM - 06:00 PM,,,,,,,,
12853,3,0,0,30,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,390,1050,55.0,"English, Spanish","Full Time, Full year, School year only, Summer only","Breakfast, AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)",Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989,4,,0,40,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,420,960,45.0,"English, Spanish",other,Child Care Food Program (CCFP),"Head Start, Other Public Contract",0 months - 5 years,0,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,Child Care Food Program (CCFP),,,,,,,,Full Time,Full year,,,,,Summer only,,,Head Start,,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15947,4,0,0,72,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,960,40.0,English,"Full Time, Full year","Breakfast, AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)",Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,,,,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo 08:00 AM - 04:00 PM,,,other,,,,,,,,,Th 08:00 AM - 04:00 PM,,,,,,,,,,Tu 08:00 AM - 04:00 PM,,,,,,,,,We 08:00 AM - 04:00 PM,,,
13964,4,0,0,24,Preschool (2 to 5 years)No Openings,0,2 to 5 years,5,420,1020,50.0,English,"Full Time, Part time, Before School, After School, Full year, School year only, Summer only",Breakfast,Accepts Subsidized Payment,0 months - 11 months,0,11,,,,,,English,,,,,,,,,,,,,,,,Breakfast,,,,,After School,Before School,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,Co-op,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 07:00 AM - 05:00 PM,,,,,,,,,Mo 07:00 AM - 05:00 PM,,,,,,,,,other,,,Th 07:00 AM - 05:00 PM,,,,,,,,,,,Tu 07:00 AM - 05:00 PM,,,,,,,,,,,,,,,,,
19248,4,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,,,,,English,"Full Time, School year only",Not provided,Accepts Subsidized Payment,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,,,,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17061,5,0,0,40,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,510,930,35.0,"English, Spanish","Part time, School year only","AM Snack, PM Snack",Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,,,,,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,5,0,0,27,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,450,990,45.0,"English, Spanish","Full Time, Full year","Breakfast, Lunch, PM Snack","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,,,,,,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo 07:30 AM - 04:30 PM,,,,,,other,,,,,,Th 07:30 AM - 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,
14763,4,0,0,40,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,495,960,38.75,"English, Spanish","Part time, School year only","AM Snack, PM Snack",Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,,,,,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,5,,0,50,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,690,17.5,English,"Part time, School year only",Not provided,"Head Start, Other Public Contract",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Part time,,School year only,,,,,Head Start,,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,4,,0,135,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,420,1080,55.0,English,"Full Time, Part time, School year only",Not provided,"Head Start, Other Public Contract",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,,Part time,,School year only,,,,,Head Start,,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6807,4,,0,44,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,690,17.5,English,"Full Time, Part time, School year only",Not provided,"Head Start, Other Public Contract",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,,Part time,,School year only,,,,,Head Start,,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12548,4,,0,92,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,840,30.0,English,"Full Time, Part time, School year only",Child Care Food Program (CCFP),"Head Start, Other Public Contract",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,Child Care Food Program (CCFP),,,,,,,,Full Time,,Part time,,School year only,,,,,Head Start,,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6265,4,,0,96,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,690,17.5,"English, Spanish","Part time, School year only",Not provided,"Head Start, Other Public Contract",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,Part time,,School year only,,,,,Head Start,,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,4,,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,690,17.5,English,"Part time, School year only",Not provided,"Head Start, Other Public Contract",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Part time,,School year only,,,,,Head Start,,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18460,4,,0,45,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,1065,48.75,"English, Spanish","Part time, Full year",Not provided,"Head Start, Other Public Contract",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,Full year,Part time,,,,,,,Head Start,,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18063,4,1,0,38,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,450,1050,50.0,other,"Full Time, Full year","Breakfast, AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)","CA State Preschool Program, Accepts Subsidized Payment",2 years - 5 years,24,60,,,Chinese (Cantonese),Chinese (Mandarin),,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,,,,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,Art based,,Child Development,,,,,,,,,,,other,,Play based,,Potty training,,,,,,,,Bus,,Walking,,,,,,Fr 07:30 AM - 05:30 PM,,,,,,,,,,Mo 07:30 AM - 05:30 PM,,,,,,,,,,,,Th 07:30 AM - 05:30 PM,,,,,,,,,,Tu 07:30 AM - 05:30 PM,,,,,,,,,We 07:30 AM - 05:30 PM,,,,,
1075,5,0,0,52,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,English,Full Time,Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,,,,,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
12818,4,0,0,126,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,360,1080,60.0,English,"Part time, School year only",Not provided,Accepts Subsidized Payment,1 months - 5 years,1,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
15300,4,0,0,135,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,360,1080,60.0,English,"Part time, School year only",Not provided,Accepts Subsidized Payment,1 months - 5 years,1,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
7385,5,0,0,144,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,English,"Part time, School year only",Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
19071,4,0,0,120,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,English,"Part time, School year only",Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
2321,4,0,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,English,"Part time, School year only",Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
4035,4,0,0,143,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,360,1080,60.0,English,"Full Time, Full year, School year only, Summer only","Breakfast, AM Snack, Lunch, PM Snack",Accepts Subsidized Payment,1 months - 5 years,1,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
17484,4,0,0,156,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,English,"Part time, School year only",Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
