provider_id,qr_rating,special_needs_experience,has_accreditation,openings_capacity,openings_status,has_immediate_openings,openings_age_label,days_open,earliest_open,latest_close,weekly_hours,basics_language,basics_schedule,basics_meals,basics_subsidies_accepted,age_range,min_age_months,max_age_months,accred_national_association_for_the_education_of_young_children,lang_arabic,lang_chinese_cantonese,lang_chinese_mandarin,lang_chinese_other,lang_english,lang_farsi,lang_french,lang_hindi,lang_hmong,lang_japanese,lang_korean,lang_other,lang_punjabi,lang_russian,lang_sign_language,lang_somali,lang_spanish,lang_tagalog,lang_vietnamese,meal_am_snack,meal_breakfast,meal_child_care_food_program_ccfp,meal_dinner,meal_lunch,meal_pm_snack,sched_after_school,sched_before_school,sched_drop_in,sched_evening,sched_full_time,sched_full_year,sched_part_time,sched_rotating_schedule,sched_school_year_only,sched_seasonal,sched_summer_only,subsidy_accepts_subsidized_payment,subsidy_ca_state_preschool_program,subsidy_head_start,subsidy_other_child_care_and_development_program_funded_by_the_cde,subsidy_other_public_contract,tag_academic,tag_art_based,tag_bilingual,tag_child_development,tag_child_directed,tag_co_op,tag_constructivist,tag_covid_19_emergency_response_care,tag_developmentally_appropriate_practices,tag_high_scope,tag_homework_study_time,tag_kindergarten,tag_montessori,tag_no_pets,tag_other,tag_parent_involvement,tag_play_based,tag_playgroup,tag_potty_training,tag_pre_kindergarten_preschool,tag_project_based,tag_reggio_emilia,tag_religious,tag_special_needs,tag_subsidize,tag_virtual_distance_learning,transport_bus,transport_car,transport_walking,business_hours_fr_06_00_am_06_00_pm,business_hours_fr_06_30_am_06_00_pm,business_hours_fr_07_00_am_05_00_pm,business_hours_fr_07_00_am_05_30_pm,business_hours_fr_07_00_am_06_00_pm,business_hours_fr_07_30_am_05_30_pm,business_hours_fr_08_00_am_03_00_pm,business_hours_fr_08_00_am_11_00_am,business_hours_fr_08_30_am_11_30_am,business_hours_mo_06_00_am_06_00_pm,business_hours_mo_06_30_am_06_00_pm,business_hours_mo_07_00_am_05_00_pm,business_hours_mo_07_00_am_05_30_pm,business_hours_mo_07_00_am_06_00_pm,business_hours_mo_07_30_am_04_30_pm,business_hours_mo_07_30_am_05_30_pm,business_hours_mo_08_00_am_03_00_pm,business_hours_mo_08_00_am_04_00_pm,business_hours_mo_08_00_am_11_00_am,business_hours_mo_08_30_am_11_30_am,business_hours_other,business_hours_th_06_00_am_06_00_pm,business_hours_th_06_30_am_06_00_pm,business_hours_th_07_00_am_05_00_pm,business_hours_th_07_00_am_05_30_pm,business_hours_th_07_00_am_06_00_pm,business_hours_th_07_30_am_04_30_pm,business_hours_th_07_30_am_05_30_pm,business_hours_th_08_00_am_03_00_pm,business_hours_th_08_00_am_04_00_pm,business_hours_th_08_00_am_11_00_am,business_hours_th_08_30_am_11_30_am,business_hours_tu_06_00_am_06_00_pm,business_hours_tu_06_30_am_06_00_pm,business_hours_tu_07_00_am_05_00_pm,business_hours_tu_07_00_am_05_30_pm,business_hours_tu_07_00_am_06_00_pm,business_hours_tu_07_30_am_05_30_pm,business_hours_tu_08_00_am_03_00_pm,business_hours_tu_08_00_am_04_00_pm,business_hours_tu_08_00_am_11_00_am,business_hours_tu_08_30_am_11_30_am,business_hours_we_06_00_am_06_00_pm,business_hours_we_06_30_am_06_00_pm,business_hours_we_07_00_am_05_30_pm,business_hours_we_07_00_am_06_00_pm,business_hours_we_07_30_am_05_30_pm,business_hours_we_08_00_am_03_00_pm,business_hours_we_08_00_am_04_00_pm,business_hours_we_08_00_am_11_00_am,business_hours_we_08_30_am_11_30_am,meal_other
171,4,0,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,510,690,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,Subsidize,Virtual/Distance Learning,Bus,,Walking,,,,,,,,,Fr 08:30 AM - 11:30 AM,,,,,,,,,,,Mo 08:30 AM - 11:30 AM,,,,,,,,,,,,Th 08:30 AM - 11:30 AM,,,,,,,,,,Tu 08:30 AM - 11:30 AM,,,,,,,,,We 08:30 AM - 11:30 AM,
579,5,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,495,675,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,Subsidize,Virtual/Distance Learning,Bus,,Walking,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,5,0,0,21,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,510,690,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,Pre-kindergarten/Preschool,,,,,Subsidize,,,,,,,,,,,,,Fr 08:30 AM - 11:30 AM,,,,,,,,,,,Mo 08:30 AM - 11:30 AM,,,,,,,,,,,,Th 08:30 AM - 11:30 AM,,,,,,,,,,Tu 08:30 AM - 11:30 AM,,,,,,,,,We 08:30 AM - 11:30 AM,
15183,4,1,0,102,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,420,1050,52.5,"English, Spanish","Full Time, Part time, Full year, School year only, Summer only","Breakfast, Lunch, PM Snack","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,,,,,Child Directed,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,,Bus,,Walking,,,,Fr 07:00 AM - 05:30 PM,,,,,,,,,Mo 07:00 AM - 05:30 PM,,,,,,,,,,,,Th 07:00 AM - 05:30 PM,,,,,,,,,,,Tu 07:00 AM - 05:30 PM,,,,,,,,,We 07:00 AM - 05:30 PM,,,,,,,
18408,4,1,0,144,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,420,1050,52.5,"English, Spanish","Full Time, Part time, Full year, School year only, Seasonal, Summer only","Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,School year only,Seasonal,Summer only,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,,,,Child Development,,,,,,,,,,,,,,,Potty training,Pre-kindergarten/Preschool,,,,Special Needs,Subsidize,,,,,,,,Fr 07:00 AM - 05:30 PM,,,,,,,,,Mo 07:00 AM - 05:30 PM,,,,,,,,,,,,Th 07:00 AM - 05:30 PM,,,,,,,,,,,Tu 07:00 AM - 05:30 PM,,,,,,,,,We 07:00 AM - 05:30 PM,,,,,,,
11334,5,0,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,420,1050,52.5,English,"Full Time, Part time, Full year, School year only, Summer only","AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,,,,,,,,,,,,,,,,,Pre-kindergarten/Preschool,,,,,Subsidize,,,,,,,,Fr 07:00 AM - 05:30 PM,,,,,,,,,Mo 07:00 AM - 05:30 PM,,,,,,,,,,,,Th 07:00 AM - 05:30 PM,,,,,,,,,,,Tu 07:00 AM - 05:30 PM,,,,,,,,,We 07:00 AM - 05:30 PM,,,,,,,
9545,4,1,1,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,420,1050,52.5,"English, Spanish",other,"Breakfast, AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",3 years - 5 years,36,60,National Association for the Education of Young Children,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,Drop in,,Full Time,Full year,Part time,Rotating Schedule,School year only,Seasonal,Summer only,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,,,,,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,,,,,,,,Fr 07:00 AM - 05:30 PM,,,,,,,,,Mo 07:00 AM - 05:30 PM,,,,,,,,,,,,Th 07:00 AM - 05:30 PM,,,,,,,,,,,Tu 07:00 AM - 05:30 PM,,,,,,,,,We 07:00 AM - 05:30 PM,,,,,,,
13163,5,1,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,660,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,Pre-kindergarten/Preschool,,,,Special Needs,Subsidize,,,,Walking,,,,,,,,Fr 08:00 AM - 11:00 AM,,,,,,,,,,,Mo 08:00 AM - 11:00 AM,,,,,,,,,,,,Th 08:00 AM - 11:00 AM,,,,,,,,,,Tu 08:00 AM - 11:00 AM,,,,,,,,,We 08:00 AM - 11:00 AM,,
8758,5,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,660,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,Pre-kindergarten/Preschool,,,,,Subsidize,,,,Walking,,,,,,,,Fr 08:00 AM - 11:00 AM,,,,,,,,,,,Mo 08:00 AM - 11:00 AM,,,,,,,,,,,,Th 08:00 AM - 11:00 AM,,,,,,,,,,Tu 08:00 AM - 11:00 AM,,,,,,,,,We 08:00 AM - 11:00 AM,,
10531,4,1,0,96,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,390,1080,57.5,"English, Spanish, Tagalog","Full Time, Part time, Full year, School year only, Summer only","Breakfast, Lunch, PM Snack","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,Tagalog,,,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,,,,Child Development,,,,,,,,,,,,,,,,Pre-kindergarten/Preschool,,,,Special Needs,Subsidize,,,,Walking,,Fr 06:30 AM - 06:00 PM,,,,,,,,,Mo 06:30 AM - 06:00 PM,,,,,,,,,,,,Th 06:30 AM - 06:00 PM,,,,,,,,,,,Tu 06:30 AM - 06:00 PM,,,,,,,,,,We 06:30 AM - 06:00 PM,,,,,,,,
14322,5,1,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,495,675,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,Virtual/Distance Learning,,,Walking,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495,5,1,0,72,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,420,1050,52.5,"English, Spanish, Tagalog",other,"Breakfast, Lunch, PM Snack","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,Tagalog,,,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,Part time,Rotating Schedule,School year only,Seasonal,Summer only,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,,,,,Child Development,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,,,,,,,,Fr 07:00 AM - 05:30 PM,,,,,,,,,Mo 07:00 AM - 05:30 PM,,,,,,,,,,,,Th 07:00 AM - 05:30 PM,,,,,,,,,,,Tu 07:00 AM - 05:30 PM,,,,,,,,,We 07:00 AM - 05:30 PM,,,,,,,
18445,5,0,0,51,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,420,1050,52.5,"English, Spanish",other,"Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)",CA State Preschool Program,3 months - 5 years,3,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,,Part time,Rotating Schedule,School year only,,,,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,Subsidize,,,,,,,,Fr 07:00 AM - 05:30 PM,,,,,,,,,Mo 07:00 AM - 05:30 PM,,,,,,,,,,,,Th 07:00 AM - 05:30 PM,,,,,,,,,,,Tu 07:00 AM - 05:30 PM,,,,,,,,,We 07:00 AM - 05:30 PM,,,,,,,
10201,4,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,495,885,32.5,"English, Spanish","Part time, School year only","AM Snack, PM Snack",Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,,,,,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,5,1,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,900,35.0,"English, Spanish","Part time, School year only","Breakfast, Lunch","Head Start, CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,Head Start,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,,Bus,,Walking,,,,,,,Fr 08:00 AM - 03:00 PM,,,,,,,,,,Mo 08:00 AM - 03:00 PM,,,,,,,,,,,,Th 08:00 AM - 03:00 PM,,,,,,,,,,Tu 08:00 AM - 03:00 PM,,,,,,,,,We 08:00 AM - 03:00 PM,,,,
17605,4,0,0,60,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,510,930,35.0,"English, Spanish","Full Time, Part time, School year only",Not provided,Accepts Subsidized Payment,other,36,72,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056,5,1,0,36,Preschool (2 to 5 years)Contact provider for details School Age (6 years and older)Contact provider for details,,2 to 5 years,5,420,1080,55.0,other,other,"Breakfast, AM Snack, Lunch, PM Snack, Child Care Food Program (CCFP)","CA State Preschool Program, Other Child Care and Development Program funded by the CDE, Other Public Contract, Accepts Subsidized Payment",other,24,132,,,,,,English,,,,,,,other,,,,,Spanish,Tagalog,,AM Snack,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,After School,Before School,Drop in,,Full Time,Full year,Part time,Rotating Schedule,,,,Accepts Subsidized Payment,CA State Preschool Program,,Other Child Care and Development Program funded by the CDE,Other Public Contract,Academic,Art based,Bilingual,Child Development,Child Directed,,,COVID-19 Emergency Response Care,Developmentally Appropriate Practices,,Homework/Study time,,,,other,Parent Involvement,Play based,,,Pre-kindergarten/Preschool,Project based,,,Special Needs,,,Bus,,Walking,,,,,Fr 07:00 AM - 06:00 PM,,,,,,,,,Mo 07:00 AM - 06:00 PM,,,,,,,,,,,,Th 07:00 AM - 06:00 PM,,,,,,,,,,,Tu 07:00 AM - 06:00 PM,,,,,,,,,We 07:00 AM - 06:00 PM,,,,,,
2063,4,1,0,30,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,930,37.5,"English, Spanish, Tagalog","Full Time, Part time, Full year, School year only, Summer only","Breakfast, Lunch, PM Snack","Head Start, Accepts Subsidized Payment",other,36,36,,,,,,English,,,,,,,,,,,,Spanish,Tagalog,,,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10524,4,1,0,176,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,390,1050,55.0,"English, Spanish","Full Time, Part time, Rotating Schedule, Full year, School year only, Summer only","Breakfast, AM Snack, Lunch, PM Snack","Other Child Care and Development Program funded by the CDE, Accepts Subsidized Payment",other,4,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,Part time,Rotating Schedule,School year only,,Summer only,Accepts Subsidized Payment,,,Other Child Care and Development Program funded by the CDE,,,,,Child Development,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,,Bus,,Walking,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18801,5,0,0,30,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,465,645,15.0,"English, Spanish","Part time, School year only","Breakfast, Lunch","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,Subsidize,Virtual/Distance Learning,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,5,1,0,30,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,465,645,15.0,"English, Spanish","Part time, School year only","Breakfast, Lunch","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,Virtual/Distance Learning,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15976,5,1,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,465,645,15.0,"English, Spanish","Part time, School year only","Breakfast, Lunch","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,,,,,,,,,,,,,,,,,Pre-kindergarten/Preschool,,,,Special Needs,Subsidize,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16484,5,1,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,465,645,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,,,,,,,High Scope,,,,,,,,,,,,,,Special Needs,Subsidize,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9483,4,0,0,37,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,390,1050,55.0,"English, Spanish","Full Time, School year only","Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child Care Food Program (CCFP)",Accepts Subsidized Payment,1 months - 5 years,1,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,Child Care Food Program (CCFP),Dinner,Lunch,PM Snack,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,4,0,0,70,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,"English, Spanish","Full Time, Full year, School year only, Summer only",Not provided,Accepts Subsidized Payment,1 months - 5 years,1,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,Full year,,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
7321,4,,0,72,other,1,2 to 5 years,5,420,1050,52.5,"English, Spanish","Full Time, Full year","Breakfast, AM Snack, PM Snack",Accepts Subsidized Payment,2 years - 6 years,24,72,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,,PM Snack,,,,,Full Time,Full year,,,,,,Accepts Subsidized Payment,,,,,Academic,,,,,,,,,,,,,,,,,,Potty training,Pre-kindergarten/Preschool,,,,,,,,,,,,,Fr 07:00 AM - 05:30 PM,,,,,,,,,Mo 07:00 AM - 05:30 PM,,,,,,,,,,,,Th 07:00 AM - 05:30 PM,,,,,,,,,,,Tu 07:00 AM - 05:30 PM,,,,,,,,,We 07:00 AM - 05:30 PM,,,,,,,
12682,4,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,660,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,Subsidize,,Bus,,Walking,,,,,,,,Fr 08:00 AM - 11:00 AM,,,,,,,,,,,Mo 08:00 AM - 11:00 AM,,,,,,,,,,,,Th 08:00 AM - 11:00 AM,,,,,,,,,,Tu 08:00 AM - 11:00 AM,,,,,,,,,We 08:00 AM - 11:00 AM,,
904,4,0,0,23,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,660,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,Subsidize,Virtual/Distance Learning,,,Walking,,,,,,,,Fr 08:00 AM - 11:00 AM,,,,,,,,,,,Mo 08:00 AM - 11:00 AM,,,,,,,,,,,,Th 08:00 AM - 11:00 AM,,,,,,,,,,Tu 08:00 AM - 11:00 AM,,,,,,,,,We 08:00 AM - 11:00 AM,,
13254,5,0,0,23,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,495,675,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,Subsidize,,,,Walking,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,5,0,0,40,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,840,30.0,English,"Part time, School year only",Not provided,other,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,Part time,,School year only,,,,CA State Preschool Program,Head Start,Other Child Care and Development Program funded by the CDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17301,5,0,0,92,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,450,1050,50.0,"English, Spanish","Full Time, Part time, Full year, School year only","Breakfast, Lunch, PM Snack",other,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,,,CA State Preschool Program,Head Start,Other Child Care and Development Program funded by the CDE,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 07:30 AM - 05:30 PM,,,,,,,,,,Mo 07:30 AM - 05:30 PM,,,,,,,,,,,,Th 07:30 AM - 05:30 PM,,,,,,,,,,Tu 07:30 AM - 05:30 PM,,,,,,,,,We 07:30 AM - 05:30 PM,,,,,
6848,4,0,0,44,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,450,990,45.0,English,"Full Time, Part time, Full year","Breakfast, AM Snack, Lunch, PM Snack","Head Start, CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,,,,Accepts Subsidized Payment,CA State Preschool Program,Head Start,,,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo 07:30 AM - 04:30 PM,,,,,,other,,,,,,Th 07:30 AM - 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,
