provider_id,qr_rating,has_license_number,dhhs_matched,program_type,capacity,full_time_staff,part_time_staff,num_accreditations,dhhs_license_type,dhhs_capacity,dhhs_ages_from,dhhs_ages_to,dhhs_age_from_months,dhhs_age_to_months,dhhs_days_open,dhhs_days_open_count,dhhs_hours_from,dhhs_hours_to,dhhs_hours_from_minutes,dhhs_hours_to_minutes,dhhs_hours_open_minutes,dhhs_issue_year,accreditation_name,age_infants,age_preschool,age_school_age,age_toddlers,day_friday,day_monday,day_saturday,day_sunday,day_thursday,day_tuesday,day_wednesday,info_accepts_child_care_subsidy,info_serves_children_with_special_needs,geo_county
2386,2,True,True,Child Care Center,200.0,23.0,5.0,0,Child Care Center,200,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2018,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
1095,1,True,True,Child Care Center,120.0,14.0,,0,Child Care Center,120,6 WKS,6 YRS,1.38,72.0,MTWRF,5,0600,1900,360.0,1140.0,780.0,2025,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_33
3244,2,True,True,Child Care Center,115.0,12.0,1.0,0,Child Care Center,115,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2018,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
2749,2,True,True,Child Care Center,62.0,4.0,2.0,0,Provisional Child Care Center,43,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,2024,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_1
1592,2,True,True,Child Care Center,210.0,24.0,1.0,0,Child Care Center,210,6 WKS,12 YRS,1.38,144.0,MTWRF,5,0600,1800,360.0,1080.0,720.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_30
1130,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0700,1700,420.0,1020.0,600.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_16
2966,1,True,True,Family Child Care Home,12.0,2.0,1.0,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2015,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_32
2870,1,True,True,Child Care Center,130.0,21.0,9.0,0,Child Care Center,130,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0530,1800,330.0,1080.0,750.0,2019,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_30
2984,2,True,True,Family Child Care Home,12.0,1.0,1.0,0,Family Child Care Home II,12,6 WKS,12 YRS,1.38,144.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2024,,Infants,Preschool,,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,,county_14
3097,1,True,False,Child Care Center,88.0,15.0,15.0,0,,,,,,,,,,,,,,,,Infants,Preschool,,Toddlers,,,,,,,,Accepts child care subsidy,Serves children with special needs,
3190,5,True,True,Child Care Center,75.0,5.0,,0,Child Care Center,75,3 YRS,13 YRS,36.0,156.0,MTWTHF,5,0700,1800,420.0,1080.0,660.0,2006,,,Preschool,School Age,,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_31
2145,1,True,True,Family Child Care Home,12.0,3.0,1.0,0,Provisional Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHFS,6,0000,2400,0.0,1440.0,1440.0,2025,,Infants,Preschool,,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_41
3012,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,other,1730,240.0,1050.0,810.0,2021,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_27
452,4,True,True,Child Care Center,70.0,16.0,2.0,0,Child Care Center,70,6 WKS,6 YRS,1.38,72.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2017,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_12
367,1,True,True,Child Care Center,67.0,8.0,,0,Child Care Center,67,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2021,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
1469,3,False,False,Public School,,1.0,1.0,0,,,,,,,,,,,,,,,,,Preschool,,,,,,,,,,,Serves children with special needs,
904,1,True,True,Child Care Center,109.0,4.0,,0,Child Care Center,109,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2022,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
1118,1,True,True,Child Care Center,120.0,10.0,2.0,0,Child Care Center,120,6 WKS,13 YRS,1.38,156.0,MTWTHFS,6,0000,2400,0.0,1440.0,1440.0,2017,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,,,county_33
3130,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTFSS,7,0600,2330,360.0,1410.0,1050.0,2005,,Infants,Preschool,,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_16
989,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1900,360.0,1140.0,780.0,2024,,,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_30
2380,5,True,True,Family Child Care Home,12.0,1.0,1.0,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0600,2400,360.0,1440.0,1080.0,2010,,Infants,Preschool,,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_17
2268,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1730,420.0,1050.0,630.0,2021,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_16
2470,1,True,True,Child Care Center,67.0,8.0,,0,Child Care Center,67,6 WKS,12 YRS,1.38,144.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2016,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
2634,1,True,True,Child Care Center,40.0,5.0,3.0,0,Provisional Child Care Center,40,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1730,420.0,1050.0,630.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_9
2872,2,True,True,Child Care Center,124.0,9.0,7.0,0,Child Care Center,124,6 WKS,13 YRS,1.38,156.0,MTWTF,5,0600,1830,360.0,1110.0,750.0,1997,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_32
3000,5,True,True,Child Care Center,150.0,16.0,,0,Child Care Center,150,6 WKS,13 YRS,1.38,156.0,MTWTFSS,7,0530,2000,330.0,1200.0,870.0,2003,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_1
2854,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,other,1.38,108.0,MTWTHF,5,0700,1700,420.0,1020.0,600.0,2023,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_38
570,2,True,True,Family Child Care Home,10.0,,1.0,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0530,1730,330.0,1050.0,720.0,2012,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_28
2543,2,True,True,Child Care Center,100.0,23.0,13.0,0,Child Care Center,100,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,2024,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_16
976,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWThFSSu,7,0000,2400,0.0,1440.0,1440.0,2009,,,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_33
2876,2,True,True,Family Child Care Home,12.0,1.0,,0,Family Child Care Home II,12,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0700,1800,420.0,1080.0,660.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_14
575,2,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHFS,6,0500,other,300.0,1470.0,1170.0,2020,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_27
369,1,True,True,Child Care Center,40.0,1.0,1.0,0,Child Care Center,40,18 MOS,13 YRS,18.0,156.0,MTWTHFSSU,7,0600,1800,360.0,1080.0,720.0,2018,,,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
199,1,True,True,Preschool,22.0,,2.0,0,Preschool,22,3 YRS,6 YRS,36.0,72.0,MTWTF,5,0830,1530,510.0,930.0,420.0,1997,,,Preschool,,,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_25
2478,2,True,True,Family Child Care Home,12.0,2.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0500,1930,300.0,1170.0,870.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
3265,2,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTF,5,0600,2100,360.0,1260.0,900.0,2004,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_6
2241,3,False,False,Public School,,6.0,,0,,,,,,,,,,,,,,,,,Preschool,,,,,,,,,,,Serves children with special needs,
1954,2,True,True,Child Care Center,65.0,12.0,,0,Child Care Center,65,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2012,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_16
1013,2,True,True,Family Child Care Home,12.0,2.0,1.0,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0000,other,0.0,,,2019,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_32
1886,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0630,1730,390.0,1050.0,660.0,2022,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_33
1540,2,True,True,Child Care Center,72.0,,17.0,0,Child Care Center,72,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0530,1800,330.0,1080.0,750.0,2015,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_1
445,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTF,5,0630,1830,390.0,1110.0,720.0,2001,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_16
1116,2,True,True,Child Care Center,102.0,25.0,4.0,0,Child Care Center,102,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1800,420.0,1080.0,660.0,2003,,Infants,Preschool,,,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
2332,3,True,True,Child Care Center,175.0,3.0,18.0,1,Child Care Center,175,3 YRS,12 YRS,36.0,144.0,MTWTF,5,0600,1800,360.0,1080.0,720.0,2001,National Lutheran School Accreditation,,Preschool,School Age,,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_22
1602,2,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTFSSU,7,other,2330,240.0,1410.0,1170.0,2003,,,Preschool,,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,,county_37
792,2,True,True,Child Care Center,21.0,4.0,1.0,0,Child Care Center,21,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0500,2200,300.0,1320.0,1020.0,2017,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_13
2396,3,True,True,Child Care Center,175.0,13.0,40.0,0,Child Care Center,175,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2006,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
2550,2,True,True,Child Care Center,123.0,10.0,2.0,0,Child Care Center,123,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1930,360.0,1170.0,810.0,2007,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_30
265,2,True,True,Child Care Center,123.0,23.0,9.0,0,Child Care Center,123,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0530,1830,330.0,1110.0,780.0,2018,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_16
1657,1,True,False,Child Care Center,26.0,4.0,,0,,,,,,,,,,,,,,,,Infants,,,Toddlers,,,,,,,,,,
716,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,12 YRS,1.38,144.0,,,0600,1730,360.0,1050.0,690.0,2023,,Infants,Preschool,School Age,Toddlers,,,,,,,,Accepts child care subsidy,,county_19
2040,4,True,True,Family Child Care Home,12.0,2.0,2.0,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1730,360.0,1050.0,690.0,2011,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_6
2719,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHFS,6,0500,other,300.0,1230.0,930.0,2011,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,,,county_12
21,1,True,False,Family Child Care Home,10.0,,,0,,,,,,,,,,,,,,,,,,,Toddlers,,,,,,,,,,
1362,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0530,2400,330.0,1440.0,1110.0,2011,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_40
2773,1,True,True,Child Care Center,43.0,13.0,1.0,0,Child Care Center,43,6 WKS,13 YRS,1.38,156.0,MTWTHFS,6,0500,2300,300.0,1380.0,1080.0,2022,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
158,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTFSS,7,0001,,1.0,,,1997,,Infants,Preschool,School Age,,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_31
563,2,True,True,Family Child Care Home,12.0,,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0700,1800,420.0,1080.0,660.0,2009,,Infants,Preschool,,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_10
2920,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1700,420.0,1020.0,600.0,2015,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_15
1822,2,True,True,Family Child Care Home,12.0,,,0,Family Child Care Home II,12,6 WKS,5 YRS,1.38,60.0,MTWTHF,5,0600,1700,360.0,1020.0,660.0,2024,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_6
2641,2,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0530,1900,330.0,1140.0,810.0,2004,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_36
1790,1,True,True,Family Child Care Home,12.0,1.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0500,1730,300.0,1050.0,750.0,2012,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_37
1142,2,True,True,Family Child Care Home,12.0,,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1800,420.0,1080.0,660.0,2018,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_10
223,1,True,True,Family Child Care Home,10.0,2.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2024,,Infants,Preschool,,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,,county_33
1290,1,True,True,Family Child Care Home,12.0,,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWThF,5,0730,1730,450.0,1050.0,600.0,2006,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_33
1693,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2019,,,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,,county_16
1881,3,False,False,Public School,,2.0,1.0,0,,,,,,,,,,,,,,,,,Preschool,,,,,,,,,,,Serves children with special needs,
2153,2,True,True,Family Child Care Home,12.0,2.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1730,360.0,1050.0,690.0,2024,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_33
1261,1,True,True,Family Child Care Home,10.0,1.0,,0,Provisional Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1800,420.0,1080.0,660.0,2024,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_3
3050,2,True,True,Family Child Care Home,12.0,,2.0,0,Family Child Care Home II,12,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,other,1800,345.0,1080.0,735.0,2011,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_19
1722,1,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0730,1730,450.0,1050.0,600.0,2017,,Infants,,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_30
3095,1,True,True,Family Child Care Home,12.0,2.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0630,2100,390.0,1260.0,870.0,2004,,Infants,Preschool,,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,,county_16
280,2,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWThFSSu,7,0000,2400,0.0,1440.0,1440.0,2010,,Infants,Preschool,,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_30
2083,2,True,True,Family Child Care Home,12.0,1.0,1.0,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0730,1830,450.0,1110.0,660.0,2015,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_42
1220,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0600,2100,360.0,1260.0,900.0,2017,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
1769,5,True,True,Family Child Care Home,10.0,1.0,,1,Family Child Care Home I,10,6 WKS,10 YRS,1.38,120.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2021,other,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_16
1529,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHFS,6,0600,2330,360.0,1410.0,1050.0,2012,,Infants,Preschool,,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_1
3236,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTF,5,0700,1730,420.0,1050.0,630.0,1999,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_40
1424,1,True,True,Child Care Center,94.0,10.0,3.0,0,Child Care Center,94,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2019,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_16
1993,2,True,True,Child Care Center,45.0,3.0,3.0,0,Child Care Center,45,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1700,420.0,1020.0,600.0,2019,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_12
1937,1,True,True,Family Child Care Home,12.0,,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0500,1900,300.0,1140.0,840.0,2006,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_35
1317,2,True,True,Family Child Care Home,12.0,,,0,Family Child Care Home II,12,6 WKS,12 YRS,1.38,144.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2011,,Infants,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_20
2316,1,True,True,Family Child Care Home,12.0,2.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHFSSU,7,0000,2400,0.0,1440.0,1440.0,2005,,Infants,,,Toddlers,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_16
3088,2,True,True,Child Care Center,60.0,8.0,,0,Child Care Center,60,6 WKS,13 YRS,1.38,156.0,MTWTHFS,6,0500,1900,300.0,1140.0,840.0,2025,,Infants,Preschool,School Age,Toddlers,Friday,Monday,Saturday,,Thursday,Tuesday,Wednesday,,Serves children with special needs,county_28
1712,1,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0700,1730,420.0,1050.0,630.0,2003,,,Preschool,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_33
1596,2,True,True,Child Care Center,116.0,4.0,5.0,0,Child Care Center,116,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2014,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,,county_33
596,2,True,True,Family Child Care Home,10.0,,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTF,5,0600,1830,360.0,1110.0,750.0,2005,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_1
578,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0600,1800,360.0,1080.0,720.0,2013,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_32
1140,1,True,True,Family Child Care Home,12.0,1.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTF,5,0500,2200,300.0,1320.0,1020.0,2001,,Infants,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_1
2643,2,True,True,Child Care Center,73.0,9.0,2.0,0,Child Care Center,73,18 MOS,13 YRS,18.0,156.0,MTWTHF,5,0500,1830,300.0,1110.0,810.0,2017,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_27
2062,2,True,True,Child Care Center,222.0,13.0,17.0,0,Child Care Center,222,other,13 YRS,12.0,156.0,MTWTHF,5,0630,1830,390.0,1110.0,720.0,2002,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_6
1056,2,True,True,Family Child Care Home,10.0,1.0,,0,Family Child Care Home I,10,other,13 YRS,12.0,156.0,MTWTHF,5,0600,2100,360.0,1260.0,900.0,2025,,,Preschool,School Age,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,Accepts child care subsidy,Serves children with special needs,county_33
1107,2,True,True,Family Child Care Home,12.0,1.0,,0,Family Child Care Home II,12,6 WKS,13 YRS,1.38,156.0,MTWTHF,5,0630,1800,390.0,1080.0,690.0,2022,,Infants,,,Toddlers,Friday,Monday,,,Thursday,Tuesday,Wednesday,,,county_3
